孕周数,妇间BMI情景,孕妇平均BMI,BMI个体内偏差,预测Y浓度,标准误,95%置信区间下限,95%置信区间上限,预测Y浓度百分比,下限百分比,上限百分比
22,平均BMI减2,30.405292124,0,0.0824287093944,0.00275400887016,0.0770308520089,0.0878265667799,8.24287093944,7.70308520089,8.78265667799
22.1428571429,平均BMI减2,30.405292124,0,0.0834483085096,0.0027419720535,0.0780740432847,0.0888225737344,8.34483085096,7.80740432847,8.88225737344
22.2857142857,平均BMI减2,30.405292124,0,0.0844908330507,0.00273173289857,0.0791366365695,0.0898450295319,8.44908330507,7.91366365695,8.98450295319
22.4285714286,平均BMI减2,30.405292124,0,0.0855553660008,0.00272411407561,0.0802161024126,0.090894629589,8.55553660008,8.02161024126,9.0894629589
22.5714285714,平均BMI减2,30.405292124,0,0.0866409903428,0.00271995343919,0.081309881602,0.0919720990837,8.66409903428,8.1309881602,9.19720990837
22.7142857143,平均BMI减2,30.405292124,0,0.0877467890597,0.00272008773125,0.0824154171065,0.093078161013,8.77467890597,8.24154171065,9.3078161013
22.8571428572,平均BMI减2,30.405292124,0,0.0888718451344,0.0027253338643,0.0835301907604,0.0942134995084,8.88718451344,8.35301907604,9.42134995084
23,平均BMI减2,30.405292124,0,0.0900152415499,0.00273646843586,0.0846517634156,0.0953787196842,9.00152415499,8.46517634156,9.53787196842
23.1428571429,平均BMI减2,30.405292124,0,0.0911760612891,0.00275420652269,0.0857778165046,0.0965743060736,9.11760612891,8.57778165046,9.65743060736
23.2857142857,平均BMI减2,30.405292124,0,0.092353387335,0.00277918113554,0.0869061923094,0.0978005823607,9.2353387335,8.69061923094,9.78005823607
23.4285714286,平均BMI减2,30.405292124,0,0.0935463026706,0.00281192489644,0.0880349298736,0.0990576754676,9.35463026706,8.80349298736,9.90576754676
23.5714285714,平均BMI减2,30.405292124,0,0.0947538902788,0.00285285546033,0.0891622935766,0.100345486981,9.47538902788,8.91622935766,10.0345486981
23.7142857143,平均BMI减2,30.405292124,0,0.0959752331427,0.0029022659141,0.090286791951,0.101663674334,9.59752331427,9.0286791951,10.1663674334
23.8571428572,平均BMI减2,30.405292124,0,0.097209414245,0.00296032088156,0.0914071853171,0.103011643173,9.7209414245,9.14071853171,10.3011643173
24,平均BMI减2,30.405292124,0,0.0984555165689,0.00302705843627,0.0925224820338,0.104388551104,9.84555165689,9.25224820338,10.4388551104
24.1428571429,平均BMI减2,30.405292124,0,0.0997126230972,0.00310239729822,0.0936319243927,0.105793321802,9.97126230972,9.36319243927,10.5793321802
24.2857142857,平均BMI减2,30.405292124,0,0.100979816813,0.00318614828797,0.0947349661686,0.107224667457,10.0979816813,9.47349661686,10.7224667457
24.4285714286,平均BMI减2,30.405292124,0,0.102256180699,0.00327802871104,0.0958312444255,0.108681116973,10.2256180699,9.58312444255,10.8681116973
24.5714285714,平均BMI减2,30.405292124,0,0.103540797739,0.00337767827127,0.096920548327,0.11016104715,10.3540797739,9.6920548327,11.016104715
24.7142857143,平均BMI减2,30.405292124,0,0.104832750914,0.00348467523227,0.0980027874592,0.11166271437,10.4832750914,9.80027874592,11.166271437
24.8571428572,平均BMI减2,30.405292124,0,0.10613112321,0.00359855179846,0.0990779616846,0.113184284735,10.613112321,9.90779616846,11.3184284735
25,平均BMI减2,30.405292124,0,0.107434997607,0.00371880799725,0.100146133932,0.114723861282,10.7434997607,10.0146133932,11.4723861282
25.1428571429,平均BMI减2,30.405292124,0,0.108743457089,0.00384492364978,0.101207406736,0.116279507443,10.8743457089,10.1207406736,11.6279507443
25.2857142857,平均BMI减2,30.405292124,0,0.11005558464,0.00397636827802,0.102261902815,0.117849266465,11.005558464,10.2261902815,11.7849266465
25.4285714286,平均BMI减2,30.405292124,0,0.111370463242,0.00411260899082,0.10330974962,0.119431176864,11.1370463242,10.330974962,11.9431176864
25.5714285714,平均BMI减2,30.405292124,0,0.112687175878,0.00425311651974,0.104351067499,0.121023284257,11.2687175878,10.4351067499,12.1023284257
25.7142857143,平均BMI减2,30.405292124,0,0.114004805531,0.00439736964523,0.105385961026,0.122623650035,11.4004805531,10.5385961026,12.2623650035
11,平均BMI,32.405292124,0,0.0544616027143,0.00355078792853,0.0475020583744,0.0614211470542,5.44616027143,4.75020583744,6.14211470542
11.1428571429,平均BMI,32.405292124,0,0.0545686713938,0.00343012806627,0.0478456203839,0.0612917224037,5.45686713938,4.78456203839,6.12917224037
11.2857142857,平均BMI,32.405292124,0,0.0546758199629,0.00331348897008,0.0481813815815,0.0611702583442,5.46758199629,4.81813815815,6.11702583442
11.4285714286,平均BMI,32.405292124,0,0.054783128311,0.00320141327741,0.0485083582873,0.0610578983348,5.4783128311,4.85083582873,6.10578983348
11.5714285714,平均BMI,32.405292124,0,0.0548906763278,0.00309444742826,0.0488255593684,0.0609557932872,5.48906763278,4.88255593684,6.09557932872
11.7142857143,平均BMI,32.405292124,0,0.0549985439028,0.00299313420825,0.0491320008546,0.0608650869509,5.49985439028,4.91320008546,6.08650869509
11.8571428571,平均BMI,32.405292124,0,0.0551068109254,0.00289800295993,0.0494267251239,0.0607868967269,5.51068109254,4.94267251239,6.07868967269
12,平均BMI,32.405292124,0,0.0552155572853,0.00280955729753,0.0497088249821,0.0607222895885,5.52155572853,4.97088249821,6.07222895885
12.1428571429,平均BMI,32.405292124,0,0.055324862872,0.00272826037317,0.0499774725406,0.0606722532034,5.5324862872,4.99774725406,6.06722532034
12.2857142857,平均BMI,32.405292124,0,0.055434807575,0.00265451805117,0.0502319521947,0.0606376629553,5.5434807575,5.02319521947,6.06376629553
12.4285714286,平均BMI,32.405292124,0,0.0555454712839,0.00258866073661,0.0504716962402,0.0606192463276,5.55454712839,5.04716962402,6.06192463276
12.5714285714,平均BMI,32.405292124,0,0.0556569338882,0.0025309250261,0.0506963208371,0.0606175469394,5.56569338882,5.06963208371,6.06175469394
12.7142857143,平均BMI,32.405292124,0,0.0557692752775,0.00248143671987,0.0509056593065,0.0606328912484,5.57692752775,5.09056593065,6.06328912484
12.8571428571,平均BMI,32.405292124,0,0.0558825753412,0.00244019694777,0.0510997893236,0.0606653613588,5.58825753412,5.10997893236,6.06653613588
13,平均BMI,32.405292124,0,0.055996913969,0.00240707311687,0.0512790506599,0.0607147772781,5.5996913969,5.12790506599,6.07147772781
13.1428571429,平均BMI,32.405292124,0,0.0561123710504,0.00238179602884,0.0514440508339,0.0607806912669,5.61123710504,5.14440508339,6.07806912669
13.2857142857,平均BMI,32.405292124,0,0.0562290264749,0.00236396386481,0.0515956572999,0.0608623956499,5.62290264749,5.15956572999,6.08623956499
13.4285714286,平均BMI,32.405292124,0,0.0563469601321,0.00235305290908,0.0517349764303,0.0609589438338,5.63469601321,5.17349764303,6.09589438338
13.5714285714,平均BMI,32.405292124,0,0.0564662519114,0.00234843405619,0.0518633211613,0.0610691826615,5.64662519114,5.18633211613,6.10691826615
13.7142857143,平均BMI,32.405292124,0,0.0565869817025,0.00234939350233,0.051982170438,0.0611917929671,5.65869817025,5.1982170438,6.11917929671
13.8571428571,平均BMI,32.405292124,0,0.0567092293949,0.002355155688,0.0520931242464,0.0613253345434,5.67092293949,5.20931242464,6.13253345434
14,平均BMI,32.405292124,0,0.0568330748781,0.00236490656932,0.0521978580023,0.061468291754,5.68330748781,5.21978580023,6.1468291754
14.1428571429,平均BMI,32.405292124,0,0.0569585980417,0.00237781559314,0.0522980794792,0.0616191166043,5.69585980417,5.22980794792,6.16191166043
14.2857142857,平均BMI,32.405292124,0,0.0570858787752,0.00239305522405,0.0523954905361,0.0617762670144,5.70858787752,5.23954905361,6.17762670144
14.4285714286,平均BMI,32.405292124,0,0.0572149969682,0.00240981739267,0.0524917548786,0.0619382390578,5.72149969682,5.24917548786,6.19382390578
14.5714285714,平均BMI,32.405292124,0,0.0573460325102,0.00242732670706,0.0525884721643,0.062103592856,5.73460325102,5.25884721643,6.2103592856
14.7142857143,平均BMI,32.405292124,0,0.0574790652906,0.00244485063251,0.0526871580509,0.0622709725304,5.74790652906,5.26871580509,6.22709725304
14.8571428571,平均BMI,32.405292124,0,0.0576141751992,0.00246170708442,0.0527892293137,0.0624391210847,5.76141751992,5.27892293137,6.24391210847
15,平均BMI,32.405292124,0,0.0577514421254,0.00247727000591,0.0528959929138,0.062606891337,5.77514421254,5.28959929138,6.2606891337
15.1428571429,平均BMI,32.405292124,0,0.0578909459587,0.00249097354396,0.0530086378126,0.0627732541049,5.78909459587,5.30086378126,6.27732541049
15.2857142857,平均BMI,32.405292124,0,0.0580327665888,0.00250231542583,0.0531282283541,0.0629373048234,5.80327665888,5.31282283541,6.29373048234
15.4285714286,平均BMI,32.405292124,0,0.0581769839051,0.00251086009826,0.0532556981125,0.0630982696977,5.81769839051,5.32556981125,6.30982696977
15.5714285714,平均BMI,32.405292124,0,0.0583236777971,0.00251624214616,0.0533918431906,0.0632555124036,5.83236777971,5.33918431906,6.32555124036
15.7142857143,平均BMI,32.405292124,0,0.0584729281545,0.00251817046763,0.053537314038,0.0634085422711,5.84729281545,5.3537314038,6.34085422711
15.8571428571,平均BMI,32.405292124,0,0.0586248148668,0.00251643365658,0.0536926048999,0.0635570248337,5.86248148668,5.36926048999,6.35570248337
16,平均BMI,32.405292124,0,0.0587794229874,0.00251090962007,0.0538580401321,0.0637008058428,5.87794229874,5.38580401321,6.37008058428
16.1428571429,平均BMI,32.405292124,0,0.0589371474079,0.00250172379836,0.0540337687631,0.0638405260527,5.89371474079,5.40337687631,6.38405260527
16.2857142857,平均BMI,32.405292124,0,0.0590988632688,0.00248932024615,0.0542197955863,0.0639779309512,5.90988632688,5.42197955863,6.39779309512
16.4285714286,平均BMI,32.405292124,0,0.0592654870221,0.00247422233793,0.0544160112397,0.0641149628044,5.92654870221,5.44160112397,6.41149628044
16.5714285714,平均BMI,32.405292124,0,0.05943793512,0.00245699948344,0.0546222161324,0.0642536541075,5.943793512,5.46222161324,6.42536541075
16.7142857143,平均BMI,32.405292124,0,0.0596171240146,0.00243825540834,0.0548381434143,0.064396104615,5.96171240146,5.48381434143,6.4396104615
16.8571428571,平均BMI,32.405292124,0,0.0598039701582,0.00241861645499,0.0550634819064,0.06454445841,5.98039701582,5.50634819064,6.454445841
17,平均BMI,32.405292124,0,0.0599993900028,0.00239871947071,0.0552978998402,0.0647008801654,5.99993900028,5.52978998402,6.47008801654
17.1428571429,平均BMI,32.405292124,0,0.0602043000007,0.00237919898292,0.0555410699941,0.0648675300072,6.02043000007,5.55410699941,6.48675300072
17.2857142857,平均BMI,32.405292124,0,0.0604196166039,0.00236067351851,0.0557926965076,0.0650465367002,6.04196166039,5.57926965076,6.50465367002
17.4285714286,平均BMI,32.405292124,0,0.0606462562646,0.00234373111223,0.0560525432846,0.0652399692446,6.06462562646,5.60525432846,6.52399692446
17.5714285714,平均BMI,32.405292124,0,0.060885135435,0.00232891426137,0.0563204634827,0.0654498073873,6.0885135435,5.63204634827,6.54498073873
17.7142857143,平均BMI,32.405292124,0,0.0611371705673,0.00231670480411,0.0565964291512,0.0656779119833,6.11371705673,5.65964291512,6.56779119833
17.8571428571,平均BMI,32.405292124,0,0.0614032781135,0.00230750940025,0.056880559689,0.0659259965379,6.14032781135,5.6880559689,6.59259965379
18,平均BMI,32.405292124,0,0.0616843745258,0.00230164643895,0.0571731475055,0.0661956015461,6.16843745258,5.71731475055,6.61956015461
18.1428571429,平均BMI,32.405292124,0,0.0619813762564,0.00229933525192,0.0574746791626,0.0664880733502,6.19813762564,5.74746791626,6.64880733502
18.2857142857,平均BMI,32.405292124,0,0.0622951997575,0.00230068844595,0.0577858504034,0.0668045491115,6.22951997575,5.77858504034,6.68045491115
18.4285714286,平均BMI,32.405292124,0,0.0626267614811,0.00230570797965,0.058107573841,0.0671459491212,6.26267614811,5.8107573841,6.71459491212
18.5714285714,平均BMI,32.405292124,0,0.0629769778795,0.00231428531646,0.0584409786592,0.0675129770997,6.29769778795,5.84409786592,6.75129770997
18.7142857143,平均BMI,32.405292124,0,0.0633467654047,0.00232620563557,0.058787402359,0.0679061284504,6.33467654047,5.8787402359,6.79061284504
18.8571428572,平均BMI,32.405292124,0,0.063737040509,0.00234115573572,0.059148375267,0.068325705751,6.3737040509,5.9148375267,6.8325705751
19,平均BMI,32.405292124,0,0.0641487196445,0.00235873498301,0.0595255990778,0.0687718402112,6.41487196445,5.95255990778,6.87718402112
19.1428571429,平均BMI,32.405292124,0,0.0645827192633,0.00237846847727,0.0599209210479,0.0692445174788,6.45827192633,5.99209210479,6.92445174788
19.2857142857,平均BMI,32.405292124,0,0.0650399558177,0.00239982155932,0.0603363055614,0.0697436060739,6.50399558177,6.03363055614,6.97436060739
19.4285714286,平均BMI,32.405292124,0,0.0655213457596,0.00242221484533,0.0607738046628,0.0702688868565,6.55213457596,6.07738046628,7.02688868565
19.5714285714,平均BMI,32.405292124,0,0.0660278055414,0.00244503912538,0.0612355288557,0.0708200822271,6.60278055414,6.12355288557,7.08200822271
19.7142857143,平均BMI,32.405292124,0,0.0665602516151,0.00246766966557,0.0617236190706,0.0713968841596,6.65602516151,6.17236190706,7.13968841596
19.8571428572,平均BMI,32.405292124,0,0.0671196004329,0.00248947966984,0.0622402202801,0.0719989805858,6.71196004329,6.22402202801,7.19989805858
20,平均BMI,32.405292124,0,0.067706768447,0.00250985286345,0.0627874568347,0.0726260800594,6.7706768447,6.27874568347,7.26260800594
20.1428571429,平均BMI,32.405292124,0,0.0683226721095,0.00252819533919,0.0633674092447,0.0732779349743,6.83226721095,6.33674092447,7.32779349743
20.2857142857,平均BMI,32.405292124,0,0.0689682278725,0.0025439469559,0.063982091839,0.0739543639061,6.89682278725,6.3982091839,7.39543639061
20.4285714286,平均BMI,32.405292124,0,0.0696443521883,0.00255659269969,0.0646334304969,0.0746552738797,6.96443521883,6.46334304969,7.46552738797
20.5714285714,平均BMI,32.405292124,0,0.0703519615089,0.00256567452115,0.0653232394475,0.0753806835704,7.03519615089,6.53232394475,7.53806835704
20.7142857143,平均BMI,32.405292124,0,0.0710918817449,0.0025708265043,0.0660530617964,0.0761307016933,7.10918817449,6.60530617964,7.61307016933
20.8571428572,平均BMI,32.405292124,0,0.0718638862595,0.0025720263118,0.0668227146883,0.0769050578306,7.18638862595,6.68227146883,7.69050578306
21,平均BMI,32.405292124,0,0.0726670693534,0.00256951303018,0.0676308238142,0.0777033148926,7.26670693534,6.76308238142,7.77033148926
21.1428571429,平均BMI,32.405292124,0,0.0735005140096,0.00256361883344,0.0684758210961,0.0785252069232,7.35005140096,6.84758210961,7.85252069232
21.2857142857,平均BMI,32.405292124,0,0.0743633032111,0.00255476040562,0.0693559728161,0.0793706336061,7.43633032111,6.93559728161,7.93706336061
21.4285714286,平均BMI,32.405292124,0,0.0752545199408,0.00254343451106,0.0702693882991,0.0802396515825,7.52545199408,7.02693882991,8.02396515825
21.5714285714,平均BMI,32.405292124,0,0.0761732471817,0.00253021438314,0.0712140269907,0.0811324673726,7.61732471817,7.12140269907,8.11324673726
21.7142857143,平均BMI,32.405292124,0,0.0771185679167,0.00251574632998,0.0721877051099,0.0820494307234,7.71185679167,7.21877051099,8.20494307234
21.8571428572,平均BMI,32.405292124,0,0.0780895651288,0.00250074590396,0.073188103157,0.0829910271005,7.80895651288,7.3188103157,8.29910271005
22,平均BMI,32.405292124,0,0.079085321801,0.0024859929252,0.0742127756676,0.0839578679344,7.9085321801,7.42127756676,8.39578679344
22.1428571429,平均BMI,32.405292124,0,0.0801049209161,0.00247232460653,0.0752591646873,0.0849506771449,8.01049209161,7.52591646873,8.49506771449
22.2857142857,平均BMI,32.405292124,0,0.0811474454573,0.00246062602901,0.0763246184404,0.0859702724742,8.11474454573,7.63246184404,8.59702724742
