目标,路线,外层留出孕妇,训练内阈值,外层参数
T21,L1正则多因素逻辑回归,B127,0.7064351712458887,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B128,0.7069869717045213,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B129,0.7069869717045213,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B130,0.7195416048144719,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B131,0.07579588914395456,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B132,0.38226753290956833,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B133,0.3728718594531119,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B134,0.3752071253749578,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B135,0.36844447426937166,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B136,0.4088749581005945,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B137,0.37604406698448833,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B138,0.3784827424915125,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B139,0.4330744631243719,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B140,0.3699020860571977,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B141,0.40981194515074254,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B142,0.3679962813095948,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B143,0.4136386207036452,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B144,0.4431663745590666,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B145,0.3122789276237654,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B146,0.3123356315815733,正则强度倒数=2.78255940221
T21,L1正则多因素逻辑回归,B147,0.3123356315815733,正则强度倒数=2.78255940221
