自助序号,剪枝树减逻辑回归_PR曲线下面积差,剪枝树减逻辑回归_ROC曲线下面积差,剪枝树减逻辑回归_对数损失差
67,-0.3453827826374126,-0.40484166725889237,0.06925890211271168
68,-0.34060591536710333,-0.4450482568223016,0.06635056554103153
69,-0.38190081749145166,-0.29695923161228255,0.05144179010059921
70,-0.3417788758180467,-0.2880544948270214,0.05219503230666331
71,-0.2724713439822144,-0.3312430300973566,0.05304008326613735
72,-0.3404522460545192,-0.3660843055991966,0.05785332927059855
73,-0.34566030435318124,-0.37214954357147484,0.08248565831672122
74,-0.3793580221098602,-0.3774218286754661,0.07673670110924508
75,-0.2992993501526422,-0.4140142978699984,0.06308429972904855
76,-0.33153068630371496,-0.303392137890119,0.06613333940149557
77,-0.3189540417340185,-0.3127140667738376,0.041128806220054936
78,-0.3925448066542761,-0.4085040413598046,0.06854383515842691
79,-0.30942075650609546,-0.39756658595641675,0.07039493993869284
80,-0.23984923599047486,-0.3340294487751466,0.04335546000534629
81,-0.3595312447013143,-0.36765363811489976,0.07331350995667024
82,-0.29311482638971825,-0.32171027756229437,0.03785782992436698
83,-0.41734028048267635,-0.3694324893149596,0.08374890093407267
84,-0.2902295013315253,-0.35697745196885056,0.033095274188617185
85,-0.31798925089252095,-0.3560736244621214,0.06927080259009227
86,-0.336127329377281,-0.3379108089705923,0.07058691628982011
87,-0.1943633528976255,-0.24052921479394285,0.01872832718554196
88,-0.3000429372366262,-0.35064863920904826,0.058619084577053004
89,-0.28922701748772617,-0.3760076607435848,0.06402600835350519
90,-0.2907015356548848,-0.24997723885713985,0.03220831256285561
91,-0.3018039932708684,-0.40710993714419297,0.048858335286470655
92,-0.3397983486235932,-0.3587040976774555,0.06820343924372138
93,-0.32742873197681843,-0.32909561781966,0.04450031492800427
94,-0.3437075488788277,-0.2918628928776895,0.06531427048611282
95,-0.35163579351396523,-0.369145311088768,0.08587800567245302
96,-0.32154948763776386,-0.3109969524660382,0.04333790250527997
97,-0.28363183262452696,-0.26074477749502445,0.03313168541600725
98,-0.23139026537278437,-0.27795775303981185,0.015544045130130912
99,-0.351331746389679,-0.2956289309949346,0.055025867789782745
100,-0.36564941902625314,-0.27596990872591387,0.04899350651644263
101,-0.36149707467485004,-0.42165385912940495,0.08588028177492674
102,-0.3069952149303117,-0.3287960392752221,0.043969204885459356
103,-0.27602330655716556,-0.3526202796577126,0.06010879320044765
104,-0.2911058534571812,-0.25004681506956894,0.019628920782920833
105,-0.30629481135877856,-0.34564745223022586,0.032729316364454364
106,-0.315051284670949,-0.3414347137901974,0.07756345628974576
107,-0.352835720532349,-0.36339956107210347,0.06483263440812503
108,-0.32346756288095896,-0.31459801096058104,0.0564213083202518
109,-0.3890791033139588,-0.39198150495005957,0.06735421380086218
110,-0.32468807925539783,-0.38416145244739647,0.06488468790127588
111,-0.296609802526296,-0.35330777705391947,0.04680407089004929
112,-0.3581590831927475,-0.3470503180621648,0.06955205503315681
113,-0.38357160905938414,-0.41452950795544935,0.07079598263212761
114,-0.32368448442115116,-0.42154243981305,0.0715063346404568
115,-0.4049691724435972,-0.30003999824048677,0.06924469163350089
116,-0.33642777433078563,-0.28579472746414114,0.04342140223312449
117,-0.32546318229938176,-0.3463936119696975,0.05308507701970372
118,-0.33730963290322263,-0.37275602445160777,0.06766567238967089
119,-0.2633892189262887,-0.37067771792946813,0.0557424524262608
