目标,路线,外层留出孕妇,训练内阈值,阈值来源,正则强度倒数,训练内对数损失,剪枝复杂度,叶节点数
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B079,0.35343463121240903,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012221597296622248,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B080,0.45488495814789864,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26749965643532236,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B080,0.3656881313131314,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007783128514292265,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B081,0.39342031106511793,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26501317103049044,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B081,0.40020060180541633,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B082,0.33794897307367144,外层训练集内5折分层分组交叉拟合概率的MCC最大点,0.3593813663804626,0.3279740766817263,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B082,0.3661570743405276,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B083,0.22666113442182115,外层训练集内5折分层分组交叉拟合概率的MCC最大点,0.3593813663804626,0.3205766580833092,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B083,0.30051599587203304,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012940558494517855,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B084,0.37409719689652027,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2676241296653812,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B084,0.3618074899411947,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450833,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B085,0.5321328450133417,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.258892028359088,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B085,0.3904980842911878,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B086,0.34973478501583966,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.28354675884167346,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B086,0.33349004858172704,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B087,0.33354388935788154,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26945749055073515,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B087,0.4253065774804907,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B088,0.303885640434797,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2820598066547062,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B088,0.34618513095819103,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B089,0.1890709912113682,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.28253504969128956,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B089,0.34618513095819103,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B090,0.1880597589248098,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2827205265967122,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B090,0.42123893805309737,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450833,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B091,0.42794882373140253,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.26284821962472954,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B091,0.30480480480480493,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.01243433348265062,2.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B092,0.1821321848399179,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26275002833614003,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B092,0.3632666341304703,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.010643514569494736,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B093,0.504800493516027,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2765506452636711,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B093,0.3780563293098112,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B094,0.5835780681621634,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26661087647921383,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B094,0.37398753894081005,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.014315167457223194,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B095,0.5864562269844451,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26616952466462274,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B095,0.38944844124700245,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B096,0.5044654623182498,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2661398511068136,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B096,0.39952188854026605,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450837,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B097,0.5002183000119784,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2618162179568496,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B097,0.29928111993946277,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012167937712347386,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B098,0.504291537537747,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26359473537440614,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B098,0.2934520497124838,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450833,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B099,0.504291537537747,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26461448678381927,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B099,0.2934520497124838,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B100,0.5002312132079015,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26419747511463754,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B100,0.29928111993946277,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012167937712347372,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B101,0.5094809722498196,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2644146185441241,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B101,0.3053464582127003,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00818396604706663,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B102,0.39694139760192,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2736366319933883,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B102,0.38462709284627106,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.011794042564205513,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B103,0.5838446749666186,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2771174344761536,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B103,0.40438247011952194,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012282688852992031,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B104,0.510881300713902,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26149445421184525,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B104,0.40711523588553755,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00818396604706663,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B105,0.5449178711313438,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2697680548428306,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B105,0.37887545980031534,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00801998666902069,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B106,0.47283638156233126,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27032260876422126,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B106,0.2667074164629177,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450826,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B107,0.5430324336755051,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2807191136322283,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B107,0.25269766529330984,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B108,0.4171653752631173,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26925322400829954,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B108,0.4160839160839161,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007645147511759973,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B109,0.41268071173106197,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.29813895236579835,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B109,0.3715630054403765,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B110,0.503336322483393,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2831280828307304,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B110,0.23636691946551108,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B111,0.5571146637781761,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2745440791962268,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B111,0.3630095923261391,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012940558494517841,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B112,0.5198323436982337,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2950406950909244,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B112,0.23636691946551108,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450833,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B113,0.44231450936618816,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.26497170788392244,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B113,0.3806741573033708,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B114,0.4599184825445285,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.2906863273993743,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B114,0.2268701714716413,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B115,0.45794381833207365,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.2911947093478003,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B115,0.2268701714716413,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B116,0.495756384198698,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.29102474060381717,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B116,0.2268701714716413,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B117,0.17363333819998375,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2743364332907478,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B117,0.3291036277859119,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.01229253730065448,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B118,0.20630929144323326,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2702571795454958,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B118,0.3530097653403295,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B119,0.4773802130044351,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2685800504054524,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B119,0.48800000000000004,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00758275952923234,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B120,0.4260706834328652,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2723270879286103,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B120,0.37403789224393136,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.01189675406081988,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B121,0.4387787294948319,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27297561939579373,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B121,0.3530097653403295,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B122,0.43031699984988514,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2723593709339251,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B122,0.3530097653403295,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B123,0.4304882485033886,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.29469305375692084,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B123,0.4109420623943446,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450837,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B124,0.15054521910470073,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2704263576083232,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B124,0.39759403075986,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450833,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B125,0.48554453296684125,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2690504938221729,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B125,0.40405447229959773,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.010173289964258564,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B126,0.5039021584399175,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27106531457000105,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B126,0.40405447229959773,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B127,0.5059560694962617,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2710351033165146,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B127,0.4040544722995977,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B128,0.5063054264375195,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27108863807622213,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B128,0.4040544722995977,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B129,0.5074618342324602,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27023341487988467,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B129,0.4040544722995978,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B130,0.39785845571613965,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27165663979473476,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B130,0.4247600455506752,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.011620702827285771,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B131,0.45296656296760296,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.3062506260911821,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B131,0.4027456424494833,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450838,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B132,0.49959568369543794,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2717154846228956,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B132,0.4065335753176044,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B133,0.4987546814824308,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2712342649749384,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B133,0.4130935915168281,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.01216793771234738,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B134,0.4925904741137778,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2716725524679284,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B134,0.4065335753176044,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B135,0.49420678841277643,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2714495958373736,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B135,0.4065335753176044,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B136,0.5229185012180517,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.262697210363862,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B136,0.42305483778352,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450837,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B137,0.4819942153869424,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.28981037042138386,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B137,0.4130935915168281,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B138,0.4819942153869424,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.29016424212354786,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B138,0.4130935915168281,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B139,0.43423257677161436,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2581089123645661,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B139,0.4282185411217669,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012221597296622248,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B140,0.5298030049247814,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2856328030155731,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B140,0.41309359151682806,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945084,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B141,0.544979261077057,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.27346253269773435,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B141,0.365256846540269,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012837316174298424,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B142,0.48932285590024993,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.28167713983888637,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B142,0.41986879100281166,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B143,0.7105948007831782,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.28294980629193495,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B143,0.4726649528706084,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.007629864729450837,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B144,0.5157468770431093,外层训练集内5折分层分组交叉拟合概率的MCC最大点,2.782559402207126,0.28835233945973887,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B144,0.35678845286423105,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.012411079597066124,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B145,0.17879404161174803,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2707147987659678,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B145,0.4122647237401336,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.0075370647110785255,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B146,0.516772897467562,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.260652636667553,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B146,0.38855507868383404,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00767951540853231,3.0
任一T13_T18_T21异常,L1正则多因素逻辑回归,B147,0.5523082315212321,外层训练集内5折分层分组交叉拟合概率的MCC最大点,21.54434690031882,0.2741120539360039,,
任一T13_T18_T21异常,贝叶斯信息准则剪枝决策树,B147,0.37398753894081005,外层训练集内5折分层分组交叉拟合概率的MCC最大点,,,0.00762986472945083,3.0
