自助序号,异常类型,路线,真阳性,假阳性,假阴性,真阴性,灵敏度,特异度,精确率,F1分数,马修斯相关系数,平衡准确率,准确率,ROC曲线下面积,PR曲线下面积,实际异常比例,预测异常比例,布里尔分数,对数损失,校准截距,校准斜率,校准实际异常比例,校准平均预测概率
182,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,3.5,143.16666666666669,0.08695652173913043,1.0,1.0,0.16,0.29134416576430905,0.5434782608695652,0.9761904761904762,0.4696581320183082,0.11287317637747399,0.02607709750566893,0.0022675736961451248,0.024231227051899968,0.12432164135755408,-2.4786509082046555,0.2930368274739633,0.02607709750566893,0.023975470304020932
183,T13,对应染色体三标准差Z值规则,0.0,2.85,4.166666666666666,139.98333333333335,0.0,0.980046674445741,0.0,,-0.024015669597933543,0.4900233372228705,0.9522675736961452,0.3522250375062509,0.022616580159768626,0.028344671201814053,0.019387755102040816,,,,,,
183,T13,L1正则多因素逻辑回归,1.0833333333333333,3.0,3.083333333333333,139.83333333333331,0.26,0.9789964994165694,0.2653061224489796,0.2626262626262626,0.24135252606986887,0.6194982497082847,0.9586167800453516,0.7089254875812637,0.25686835056781243,0.028344671201814053,0.027777777777777776,0.024905615386294377,0.1181304634508139,-1.1053486558042338,0.6741538425720994,0.028344671201814053,0.03423868325140196
183,T18,对应染色体三标准差Z值规则,0.0,7.026190476190476,8.95,131.02380952380952,0.0,0.9491040168331005,0.0,,-0.05704661511413381,0.47455200841655026,0.8913184321347586,0.5656069764329461,0.0714605497290019,0.060884353741496595,0.04779721412374473,,,,,,
183,T18,L1正则多因素逻辑回归,2.75,2.9166666666666665,6.2,135.13333333333333,0.30726256983240224,0.978872389230955,0.4852941176470589,0.3762827822120866,0.35539761633630745,0.6430674795316786,0.9379818594104308,0.8427533427199567,0.45026932770281813,0.060884353741496595,0.03854875283446712,0.04539448675710828,0.17271866289283372,-0.6142825159672048,0.7518648889055248,0.060884353741496595,0.06733399124167279
183,T21,对应染色体三标准差Z值规则,0.0,0.0,2.8333333333333335,144.16666666666669,0.0,1.0,,,,0.5,0.9807256235827664,0.5432952834312914,0.028866637644393903,0.01927437641723356,0.0,,,,,,
183,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,2.5,144.16666666666666,0.1176470588235294,1.0,1.0,0.21052631578947364,0.34006133451180026,0.5588235294117647,0.9829931972789115,0.7554140962743479,0.176682569845142,0.01927437641723356,0.0022675736961451248,0.01713061742180222,0.08476572849782572,1.0619320784427329,1.378754064640551,0.01927437641723356,0.023893683459431297
184,T13,对应染色体三标准差Z值规则,0.2,2.6,6.383333333333334,137.81666666666666,0.030379746835443037,0.9814836795252226,0.07142857142857142,0.04262877442273534,0.017950673394249828,0.5059317131803328,0.9388888888888888,0.38956486961685466,0.040238171596549056,0.04478458049886621,0.019047619047619046,,,,,,
184,T13,L1正则多因素逻辑回归,1.5,4.7,5.083333333333334,135.71666666666667,0.22784810126582278,0.9665281899109793,0.24193548387096772,0.2346805736636245,0.20002227904577397,0.597188145588401,0.9334467120181406,0.6741226758817565,0.3428208500269909,0.04478458049886621,0.042176870748299324,0.036062861257388494,0.16674616366629605,-0.7580550831909152,0.6829536163486859,0.04478458049886621,0.042054210671472615
184,T18,对应染色体三标准差Z值规则,0.0,4.692857142857142,13.216666666666667,129.09047619047618,0.0,0.9649219598141985,0.0,,-0.057077544257921754,0.48246097990709924,0.8781665046971169,0.6248923095385955,0.13642934838047582,0.0899092970521542,0.03192419825072886,,,,,,
184,T18,L1正则多因素逻辑回归,5.2,4.166666666666666,8.016666666666666,129.61666666666667,0.3934426229508197,0.9688551139902829,0.5551601423487544,0.4605166051660517,0.4243002125825103,0.6811488684705513,0.9171201814058957,0.8559747584024258,0.5999135077762969,0.0899092970521542,0.063718820861678,0.053538818893509324,0.2083810878702674,-0.16558747517969075,0.8055315473009388,0.0899092970521542,0.08168951503079695
184,T21,对应染色体三标准差Z值规则,0.0,0.0,4.166666666666666,142.83333333333331,0.0,1.0,,,,0.5,0.971655328798186,0.4487952436517197,0.030955786997114716,0.028344671201814053,0.0,,,,,,
184,T21,L1正则多因素逻辑回归,1.25,0.5,2.9166666666666665,142.33333333333331,0.30000000000000004,0.9964994165694282,0.7142857142857143,0.42253521126760574,0.4536865592058252,0.6482497082847141,0.9767573696145125,0.606437961882536,0.33595073469683234,0.028344671201814053,0.011904761904761904,0.021856289567489338,0.11326127335430831,0.02506657130798351,1.004508066863749,0.028344671201814053,0.02807683143388854
185,T13,对应染色体三标准差Z值规则,0.2,2.354761904761905,8.4,136.0452380952381,0.023255813953488375,0.9829858243875584,0.0782851817334576,0.035859124866595524,0.011209572265205888,0.5031208191705234,0.9268383543893747,0.5231352900415442,0.11196088190643338,0.058503401360544216,0.017379332685455134,,,,,,
185,T13,L1正则多因素逻辑回归,1.3333333333333333,2.7,7.266666666666667,135.7,0.15503875968992248,0.9804913294797689,0.3305785123966942,0.21108179419525067,0.19471685267817646,0.5677650445848457,0.9321995464852607,0.5474755858228938,0.2101466544762086,0.058503401360544216,0.02743764172335601,0.052312632254606035,0.2507379967943247,-1.6300999856927034,0.2955591541107838,0.058503401360544216,0.03868977513652517
185,T18,对应染色体三标准差Z值规则,0.0,3.471428571428571,15.383333333333335,128.14523809523808,0.0,0.973624703775394,0.0,,-0.05316853784019422,0.486812351887697,0.8717363135730481,0.6125192138208314,0.13630250033394006,0.10464852607709751,0.02361516034985423,,,,,,
185,T18,L1正则多因素逻辑回归,7.15,2.0,8.233333333333334,129.61666666666667,0.4647887323943662,0.984804356084589,0.7814207650273224,0.5828804347826086,0.5696214869492325,0.7247965442394776,0.9303854875283447,0.8849393102265026,0.7119322028587886,0.10464852607709751,0.06224489795918368,0.05241109943481665,0.20526742590764285,0.39539555351345035,0.9310105477345738,0.10464852607709751,0.07953122899335494
185,T21,对应染色体三标准差Z值规则,0.0,0.0,3.25,143.75,0.0,1.0,,,,0.5,0.9778911564625851,0.4380778255560862,0.022097982856999668,0.022108843537414966,0.0,,,,,,
185,T21,L1正则多因素逻辑回归,0.8333333333333333,1.0,2.4166666666666665,142.75,0.2564102564102564,0.9930434782608696,0.45454545454545453,0.3278688524590163,0.3305075979311695,0.624726867335563,0.9767573696145125,0.5808725380899291,0.27961738248179274,0.022108843537414966,0.012471655328798185,0.018175947607075627,0.09626475053714481,-0.22993668941042988,0.9968665828957113,0.022108843537414966,0.027061264805120312
186,T13,对应染色体三标准差Z值规则,0.0,3.1166666666666667,4.6000000000000005,139.28333333333333,0.0,0.9781132958801497,0.0,,-0.02645232524885693,0.48905664794007486,0.9475056689342404,0.4251962560386475,0.027280181192585396,0.03129251700680272,0.021201814058956915,,,,,,
186,T13,L1正则多因素逻辑回归,0.75,1.95,3.85,140.45,0.16304347826086957,0.986306179775281,0.27777777777777773,0.2054794520547945,0.19365249439444837,0.5746748290180753,0.9605442176870748,0.6562105622048527,0.20237001379913055,0.03129251700680272,0.018367346938775512,0.028871721093427127,0.1364255763161712,-1.5125773783406073,0.5429341088469078,0.03129251700680272,0.038946759054270606
186,T18,对应染色体三标准差Z值规则,0.0,6.666666666666667,10.316666666666665,130.01666666666665,0.0,0.9512254603097184,0.0,,-0.059880562107611834,0.4756127301548592,0.8844671201814059,0.5870508324864439,0.08600751031299637,0.0701814058956916,0.04535147392290249,,,,,,
186,T18,L1正则多因素逻辑回归,3.45,2.333333333333333,6.866666666666667,134.35,0.3344103392568659,0.9829289111084013,0.5965417867435159,0.4285714285714286,0.416983798633543,0.6586696251826336,0.9374149659863944,0.8394541506522613,0.44088681630224036,0.0701814058956916,0.03934240362811791,0.050387275777663436,0.19034457451356485,-0.37833263127550487,0.8034584783709986,0.0701814058956916,0.07103925297996791
186,T21,对应染色体三标准差Z值规则,0.0,0.0,2.333333333333333,144.66666666666666,0.0,1.0,,,,0.5,0.9841269841269841,0.3951448321263989,0.015055003611654844,0.015873015873015872,0.0,,,,,,
186,T21,L1正则多因素逻辑回归,0.5,1.0,1.8333333333333333,143.66666666666666,0.2142857142857143,0.9930875576036866,0.3333333333333333,0.26086956521739124,0.25789818384225205,0.6036866359447004,0.9807256235827664,0.6919848584595133,0.241620046690182,0.015873015873015872,0.01020408163265306,0.013586657096715731,0.07291301404007877,0.5059438524663434,1.303082171693677,0.015873015873015872,0.024975789157174758
187,T13,对应染色体三标准差Z值规则,0.2,1.8333333333333333,6.8,138.16666666666669,0.028571428571428574,0.9869047619047618,0.09836065573770493,0.04428044280442805,0.0282188127331177,0.5077380952380952,0.9412698412698411,0.3861434240362811,0.044797057026142034,0.047619047619047616,0.01383219954648526,,,,,,
187,T13,L1正则多因素逻辑回归,1.8333333333333333,6.5,5.166666666666666,133.5,0.2619047619047619,0.9535714285714286,0.21999999999999997,0.2391304347826087,0.19843437686821538,0.6077380952380953,0.9206349206349207,0.6157593537414969,0.2872546473873678,0.047619047619047616,0.05668934240362811,0.040458882177209554,0.1948076969485701,-1.384683001073775,0.45096693183743225,0.047619047619047616,0.045477846305999305
187,T18,对应染色体三标准差Z值规则,0.0,6.833333333333333,9.833333333333332,130.33333333333331,0.0,0.9501822600243013,0.0,,-0.05911803886381645,0.47509113001215064,0.8866213151927438,0.5098636653829522,0.0701416625401629,0.06689342403628118,0.04648526077097506,,,,,,
187,T18,L1正则多因素逻辑回归,4.7,2.0,5.133333333333333,135.16666666666669,0.4779661016949153,0.9854191980558931,0.7014925373134329,0.5685483870967742,0.5550737485637353,0.7316926498754042,0.9514739229024942,0.9008933830343722,0.6811770131781201,0.06689342403628118,0.04557823129251701,0.035008051872951126,0.1390274869171002,-0.1579913167259672,1.0107035507451805,0.06689342403628118,0.07387846174165615
187,T21,对应染色体三标准差Z值规则,0.0,0.0,2.5833333333333335,144.41666666666666,0.0,1.0,,,,0.5,0.9824263038548752,0.4874523016212797,0.021319081909012,0.017573696145124714,0.0,,,,,,
187,T21,L1正则多因素逻辑回归,0.5833333333333333,0.5,2.0,143.91666666666666,0.22580645161290322,0.996537795729948,0.5384615384615384,0.3181818181818182,0.3415790895460014,0.6111721236714256,0.9829931972789115,0.5508515905664243,0.24242380287953263,0.017573696145124714,0.0073696145124716545,0.01492527591002394,0.08314280453106378,-0.5893088920852185,0.931855327419424,0.017573696145124714,0.024625096848343225
188,T13,对应染色体三标准差Z值规则,0.2,4.776190476190476,5.0666666666666655,136.95714285714286,0.037974683544303806,0.9663015723693053,0.04019138755980861,0.039051603905160395,0.004394794049345206,0.5021381279568046,0.9330417881438289,0.5168047536542036,0.04968138012968656,0.03582766439909297,0.03385163589245222,,,,,,
188,T13,L1正则多因素逻辑回归,1.5833333333333333,4.0,3.6833333333333336,137.73333333333335,0.30063291139240506,0.9717779868297272,0.2835820895522388,0.29185867895545314,0.2648691137752566,0.6362054491110661,0.947732426303855,0.6955113347362119,0.3723945267494495,0.03582766439909297,0.037981859410430835,0.02850552643862583,0.13524235766339782,-0.7174119938064725,0.7585840807364123,0.03582766439909297,0.03859259382082946
188,T18,对应染色体三标准差Z值规则,0.0,7.8619047619047615,11.283333333333333,127.85476190476192,0.0,0.9420711917334784,0.0,,-0.06853982312769974,0.4710355958667392,0.8697602850664076,0.5700191012223297,0.08919021128739314,0.07675736961451247,0.05348234531908001,,,,,,
188,T18,L1正则多因素逻辑回归,4.9,2.4166666666666665,6.383333333333334,133.29999999999998,0.43426883308714914,0.9821932948544763,0.6697038724373577,0.5268817204301074,0.5097789343885925,0.7082310639708127,0.9401360544217688,0.8810131269043792,0.653836922661677,0.07675736961451247,0.04977324263038549,0.04155261443244594,0.16458105213771826,-0.03208706866718943,0.9134729408114168,0.07675736961451247,0.07157154511937662
188,T21,对应染色体三标准差Z值规则,0.0,0.0,4.416666666666666,142.58333333333334,0.0,1.0,,,,0.5,0.9699546485260772,0.4992556487985621,0.03340227355219699,0.0300453514739229,0.0,,,,,,
188,T21,L1正则多因素逻辑回归,0.8333333333333333,1.0,3.583333333333333,141.58333333333334,0.18867924528301888,0.9929865575686733,0.45454545454545453,0.2666666666666667,0.2794478073489127,0.5908329014258461,0.9688208616780046,0.44789494329540447,0.21688255058645123,0.0300453514739229,0.012471655328798185,0.025884444967776695,0.13671861748339395,-1.6370843607393024,0.4756539525832654,0.0300453514739229,0.024872923153967497
189,T13,对应染色体三标准差Z值规则,0.4,2.0166666666666666,6.016666666666667,138.56666666666666,0.06233766233766234,0.9856550088915234,0.16551724137931037,0.09056603773584906,0.07711326442044494,0.5239963356145928,0.9453514739229025,0.4394441835579951,0.05079745849622082,0.043650793650793655,0.016439909297052156,,,,,,
189,T13,L1正则多因素逻辑回归,0.8333333333333333,5.4,5.583333333333333,135.18333333333334,0.12987012987012986,0.9615886188500296,0.1336898395721925,0.13175230566534912,0.09273353682057735,0.5457293743600797,0.9252834467120182,0.606383860867729,0.21913966008206837,0.043650793650793655,0.04240362811791383,0.03960389632063319,0.1882453318915796,-1.6237447350151393,0.3937967468815477,0.043650793650793655,0.04160616275903419
189,T18,对应染色体三标准差Z值规则,0.0,6.942857142857143,12.149999999999999,127.90714285714286,0.0,0.9485142221515971,0.0,,-0.0668311827133932,0.47425711107579854,0.8701166180758018,0.512673531601742,0.08422490392609164,0.0826530612244898,0.04723032069970846,,,,,,
189,T18,L1正则多因素逻辑回归,4.15,2.4166666666666665,8.0,132.43333333333334,0.34156378600823045,0.982078853046595,0.6319796954314721,0.4434550311665183,0.4313916754547779,0.6618213195274127,0.9291383219954649,0.873823194728453,0.6081294191544858,0.0826530612244898,0.04467120181405895,0.04871003838942181,0.1847990009768256,0.03629360111305074,0.8880389545576867,0.0826530612244898,0.07151240368372301
189,T21,对应染色体三标准差Z值规则,0.0,0.0,2.5,144.5,0.0,1.0,,,,0.5,0.9829931972789115,0.5199516669412864,0.021428603658211812,0.017006802721088437,0.0,,,,,,
189,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,2.1666666666666665,144.5,0.13333333333333333,1.0,1.0,0.23529411764705882,0.36244121780453775,0.5666666666666667,0.9852607709750567,0.652989509529302,0.1680729033820669,0.017006802721088437,0.0022675736961451248,0.015221367374405933,0.08062350546125553,-0.14004109997193037,1.0632584699165657,0.017006802721088437,0.023837120674426487
190,T13,对应染色体三标准差Z值规则,0.8,4.876190476190476,6.1499999999999995,135.17380952380952,0.11510791366906477,0.9651825028476224,0.14093959731543626,0.12672072411842356,0.0884426041196851,0.5401452082583436,0.9249919015225139,0.46373714853111997,0.06722185569391025,0.047278911564625846,0.03861354065435698,,,,,,
190,T13,L1正则多因素逻辑回归,1.25,3.75,5.699999999999999,136.3,0.1798561151079137,0.9732238486254909,0.25,0.2092050209205021,0.17923512999895597,0.5765399818667023,0.9357142857142858,0.7416848181066511,0.31273628406969733,0.047278911564625846,0.034013605442176874,0.03924317884232739,0.16616866375759914,-0.13490127758797688,0.8248251744426648,0.047278911564625846,0.034972055622959484
190,T18,对应染色体三标准差Z值规则,0.0,4.478571428571429,11.533333333333333,130.98809523809524,0.0,0.9669396794150731,0.0,,-0.0517238530155196,0.48346983970753654,0.8910754778101717,0.5208661146402944,0.08671095471312178,0.07845804988662132,0.030466472303207,,,,,,
190,T18,L1正则多因素逻辑回归,2.2,3.9166666666666665,9.333333333333332,131.55,0.19075144508670525,0.9710875984251969,0.35967302452316074,0.24929178470254962,0.21791630738177947,0.5809195217559511,0.9098639455782312,0.8732171100541625,0.4704373006979003,0.07845804988662132,0.04160997732426304,0.05491789484295153,0.1948953454258733,0.0681342397316545,0.9063484226779723,0.07845804988662132,0.0663343178185361
190,T21,对应染色体三标准差Z值规则,0.0,0.0,2.75,144.25,0.0,1.0,,,,0.5,0.9812925170068028,0.45727156853673306,0.02708136065210446,0.01870748299319728,0.0,,,,,,
190,T21,L1正则多因素逻辑回归,0.75,1.5,1.9999999999999998,142.75,0.2727272727272727,0.9896013864818024,0.3333333333333333,0.3,0.28951392160106415,0.6311643296045375,0.9761904761904762,0.7523702820063306,0.3170501947269179,0.01870748299319728,0.015306122448979591,0.015013121211151646,0.07730922382301567,1.0949030852129464,1.4511081141205326,0.01870748299319728,0.025666570916299234
191,T13,对应染色体三标准差Z值规则,0.0,2.683333333333333,5.916666666666666,138.4,0.0,0.9809805079740106,0.0,,-0.02792413722156511,0.4904902539870053,0.9414965986394558,0.6035920187397272,0.15027826634502559,0.04024943310657596,0.01825396825396825,,,,,,
191,T13,L1正则多因素逻辑回归,0.5833333333333333,2.25,5.333333333333333,138.83333333333331,0.09859154929577464,0.9840519787359716,0.20588235294117646,0.13333333333333333,0.11814191118149352,0.5413217640158732,0.9484126984126985,0.5987428409797236,0.14033973874405223,0.04024943310657596,0.01927437641723356,0.03836690763819709,0.1788772581058498,-1.7927726713470866,0.3578815562165186,0.04024943310657596,0.036838917448510804
191,T18,对应染色体三标准差Z值规则,0.0,5.9261904761904765,15.766666666666666,125.30714285714285,0.0,0.9548423382561051,0.0,,-0.07104155664625027,0.47742116912805255,0.8524295432458697,0.5984324271578172,0.13233987394149022,0.10725623582766439,0.04031422092646582,,,,,,
191,T18,L1正则多因素逻辑回归,8.0,4.25,7.766666666666667,126.98333333333332,0.5073995771670191,0.9676149352298704,0.6530612244897959,0.5710886377156454,0.5318222094098729,0.7375072561984448,0.9182539682539682,0.8925670291690931,0.7193272176938781,0.10725623582766439,0.08333333333333333,0.053508513572328296,0.20369136737753457,0.26204137409828515,0.9616557859216665,0.10725623582766439,0.0901799628671061
191,T21,对应染色体三标准差Z值规则,0.0,0.0,4.583333333333333,142.41666666666666,0.0,1.0,,,,0.5,0.9688208616780045,0.5130874742577493,0.03511312116979825,0.031179138321995464,0.0,,,,,,
191,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,4.25,142.41666666666666,0.07272727272727272,1.0,1.0,0.13559322033898305,0.2657439269498812,0.5363636363636364,0.9710884353741497,0.4735838532444728,0.10381079672751402,0.031179138321995464,0.0022675736961451248,0.029248598025777766,0.1457106794459536,-2.711168184063417,0.18659938550582128,0.031179138321995464,0.025220196395423892
192,T13,对应染色体三标准差Z值规则,0.2,4.96904761904762,6.033333333333333,135.79761904761904,0.03208556149732621,0.9647001116335713,0.0386918470750806,0.03508039256629777,-0.003516489717220694,0.49839283656544875,0.9251538710722382,0.3198401763994944,0.03333423951362463,0.04240362811791382,0.0351635892452219,,,,,,
192,T13,L1正则多因素逻辑回归,2.0,3.45,4.233333333333333,137.31666666666666,0.32085561497326204,0.9754913568553162,0.36697247706422015,0.34236804564907275,0.3160511646945674,0.6481734859142891,0.9477324263038549,0.6683841189802942,0.3602183815431503,0.04240362811791382,0.03707482993197279,0.03399368832028738,0.16134223505199544,-0.7202417378209831,0.6746565344323272,0.04240362811791382,0.0359994191350558
192,T18,对应染色体三标准差Z值规则,0.0,5.902380952380953,7.800000000000001,133.29761904761904,0.0,0.957597837985769,0.0,,-0.048415169789123635,0.4787989189928845,0.9067865241334628,0.5773780285274539,0.07073897228149909,0.053061224489795916,0.040152251376741166,,,,,,
192,T18,L1正则多因素逻辑回归,2.0,2.9166666666666665,5.800000000000001,136.28333333333333,0.2564102564102564,0.9790469348659004,0.4067796610169492,0.3145478374836173,0.2935431339975651,0.6177285956380785,0.940702947845805,0.8251019913196638,0.4475951956683744,0.053061224489795916,0.03344671201814058,0.039419144419389554,0.15898796396966053,-0.7311047366629635,0.7592065784294545,0.053061224489795916,0.06451020306044819
192,T21,对应染色体三标准差Z值规则,0.0,0.0,4.0,143.0,0.0,1.0,,,,0.5,0.9727891156462585,0.5149485930735932,0.04195320855296297,0.027210884353741496,0.0,,,,,,
192,T21,L1正则多因素逻辑回归,1.25,0.5,2.75,142.5,0.3125,0.9965034965034965,0.7142857142857143,0.43478260869565216,0.46353690127363373,0.6545017482517482,0.9778911564625851,0.7189487595737596,0.3547164801177374,0.027210884353741496,0.011904761904761904,0.020484957365615192,0.09888562255155245,1.2778550067281,1.379332805017812,0.027210884353741496,0.026174976974489932
193,T13,对应染色体三标准差Z值规则,0.8,2.8666666666666663,4.8,138.53333333333333,0.14285714285714288,0.9797265440829797,0.21818181818181823,0.17266187050359716,0.15046728406946558,0.5612918434700612,0.9478458049886622,0.5326633747558431,0.08668562655817673,0.03809523809523809,0.02494331065759637,,,,,,
193,T13,L1正则多因素逻辑回归,0.25,3.2,5.35,138.20000000000002,0.044642857142857144,0.9773691654879775,0.07246376811594203,0.05524861878453039,0.02783348087595341,0.5110060113154173,0.9418367346938775,0.5184271934846549,0.06821982983722863,0.03809523809523809,0.02346938775510204,0.03831854218255737,0.19233224064518933,-2.7393198145586632,0.11407229843342553,0.03809523809523809,0.03247778208761663
193,T18,对应染色体三标准差Z值规则,0.0,5.916666666666667,8.200000000000001,132.88333333333333,0.0,0.9573727185398656,0.0,,-0.049775185640425566,0.4786863592699328,0.9039682539682539,0.5638345126246653,0.07061095711251321,0.055782312925170066,0.04024943310657596,,,,,,
193,T18,L1正则多因素逻辑回归,1.5,3.0,6.700000000000001,135.79999999999998,0.18292682926829265,0.978386167146974,0.3333333333333333,0.23622047244094482,0.21491034856656555,0.5806564982076333,0.9340136054421769,0.8892762099450966,0.4202003438674687,0.055782312925170066,0.030612244897959183,0.04238880171902251,0.14993927307482693,-0.21518154787589716,0.9136764874276702,0.055782312925170066,0.05793725113178515
193,T21,对应染色体三标准差Z值规则,0.0,0.0,3.333333333333333,143.66666666666669,0.0,1.0,,,,0.5,0.9773242630385487,0.5816918020108275,0.031581357833581195,0.022675736961451243,0.0,,,,,,
193,T21,L1正则多因素逻辑回归,0.0,0.0,3.333333333333333,143.66666666666669,0.0,1.0,,,,0.5,0.9773242630385487,0.5162635344160866,0.03590790953633878,0.022675736961451243,0.0,0.022335783740877597,0.1141553650595902,-3.9392178181666275,-0.043830067439593556,0.022675736961451243,0.022610017348871865
194,T13,对应染色体三标准差Z值规则,0.2,1.7166666666666668,6.416666666666666,138.66666666666666,0.03022670025188917,0.9877715778226285,0.10434782608695653,0.04687500000000001,0.032894728271118376,0.5089991390372588,0.9446712018140588,0.6436683423819224,0.11778031220239789,0.04501133786848072,0.013038548752834467,,,,,,
194,T13,L1正则多因素逻辑回归,1.5833333333333333,5.1,5.033333333333333,135.28333333333336,0.23929471032745592,0.9636709011041197,0.23690773067331672,0.23809523809523808,0.20199874632214715,0.6014828057157878,0.9310657596371883,0.665375571445703,0.30134916813155893,0.04501133786848072,0.04546485260770975,0.03788508430958071,0.17376021247603615,-0.9117053814155248,0.5989631522206897,0.04501133786848072,0.03823414270104308
194,T18,对应染色体三标准差Z值规则,0.0,3.9357142857142855,11.683333333333334,131.38095238095238,0.0,0.9709147854239615,0.0,,-0.04873645143300013,0.48545739271198074,0.8937479753806284,0.5474259373545299,0.0920479316565716,0.07947845804988662,0.026773566569484937,,,,,,
