自助序号,异常类型,路线,真阳性,假阳性,假阴性,真阴性,灵敏度,特异度,精确率,F1分数,马修斯相关系数,平衡准确率,准确率,ROC曲线下面积,PR曲线下面积,实际异常比例,预测异常比例,布里尔分数,对数损失,校准截距,校准斜率,校准实际异常比例,校准平均预测概率
69,T18,L1正则多因素逻辑回归,2.45,2.25,7.0,135.3,0.2592592592592593,0.9836423118865867,0.5212765957446809,0.3462897526501767,0.3386297785054455,0.621450785572923,0.9370748299319728,0.9186664357482475,0.45408007699329295,0.06428571428571428,0.03197278911564626,0.04668488144334584,0.15610571811241522,0.09158876742298316,1.0210100807739702,0.06428571428571428,0.061942704144552295
69,T21,对应染色体三标准差Z值规则,0.0,0.0,3.9166666666666665,143.08333333333331,0.0,1.0,,,,0.5,0.9733560090702948,0.5109725204596268,0.03557490908347312,0.02664399092970521,0.0,,,,,,
69,T21,L1正则多因素逻辑回归,0.8333333333333333,1.0,3.083333333333333,142.08333333333331,0.2127659574468085,0.9930110658124636,0.45454545454545453,0.28985507246376807,0.29860394513220984,0.6028885116296361,0.9722222222222223,0.5458403626881552,0.2461715456285997,0.02664399092970521,0.012471655328798185,0.022446206651307258,0.11718284511869913,-0.7702345607692594,0.7615180200027619,0.02664399092970521,0.025772617872589224
70,T13,对应染色体三标准差Z值规则,0.0,2.788095238095238,6.2,138.01190476190476,0.0,0.9801981872294371,0.0,,-0.029177478864774817,0.49009909361471854,0.938856494978944,0.519950352580141,0.056967394176368716,0.042176870748299324,0.01896663427275672,,,,,,
70,T13,L1正则多因素逻辑回归,0.5833333333333333,2.45,5.616666666666667,138.35,0.09408602150537633,0.9825994318181819,0.1923076923076923,0.1263537906137184,0.10842242533550583,0.5383427266617791,0.945124716553288,0.5915026288955221,0.1783605720179962,0.042176870748299324,0.020634920634920634,0.03836455139634918,0.1829316267913305,-1.6857230556011906,0.3798114551620154,0.042176870748299324,0.03785027882664324
70,T18,对应染色体三标准差Z值规则,0.0,5.604761904761905,9.983333333333333,131.41190476190476,0.0,0.9590943055241802,0.0,,-0.05374180878549396,0.4795471527620901,0.8939585357952705,0.5965197119996539,0.08482478053597726,0.0679138321995465,0.03812763200518303,,,,,,
70,T18,L1正则多因素逻辑回归,3.9,1.9166666666666665,6.083333333333333,135.1,0.3906510851419032,0.9860114341321008,0.670487106017192,0.4936708860759495,0.48612514731610446,0.688331259637002,0.9455782312925171,0.8763001965759105,0.5883888520280489,0.0679138321995465,0.039569160997732424,0.041825097001377515,0.1613235400211026,-0.22481798576427878,0.9040321270658234,0.0679138321995465,0.07072963556093331
70,T21,对应染色体三标准差Z值规则,0.0,0.0,4.0,143.0,0.0,1.0,,,,0.5,0.9727891156462585,0.5360045047545048,0.03568659027012896,0.027210884353741492,0.0,,,,,,
70,T21,L1正则多因素逻辑回归,0.5833333333333333,0.5,3.4166666666666665,142.5,0.14583333333333331,0.9965034965034965,0.5384615384615384,0.22950819672131142,0.2707583133927253,0.5711684149184149,0.9733560090702948,0.6191257816257817,0.1888673620622952,0.027210884353741492,0.0073696145124716545,0.023903128306646385,0.1163762809975889,-0.21652714902096526,0.9171615185366264,0.027210884353741492,0.025658561108352077
71,T13,对应染色体三标准差Z值规则,0.6,3.466666666666667,6.633333333333334,136.29999999999998,0.08294930875576037,0.9751967564989268,0.14754098360655737,0.10619469026548672,0.07668410016405619,0.5290730326273436,0.9312925170068027,0.510504984403769,0.0719813085943394,0.049206349206349205,0.02766439909297052,,,,,,
71,T13,L1正则多因素逻辑回归,0.5,3.15,6.733333333333333,136.61666666666667,0.06912442396313365,0.9774624373956594,0.136986301369863,0.09188361408882083,0.06475737184705553,0.5232934306793965,0.9327664399092971,0.6284003072929321,0.18667931145261815,0.049206349206349205,0.024829931972789116,0.04448771018207912,0.20041392058574428,-1.3320700307038051,0.4457734357889499,0.049206349206349205,0.03828486414198353
71,T18,对应染色体三标准差Z值规则,0.0,5.959523809523809,13.966666666666665,127.07380952380952,0.0,0.9552027776783477,0.0,,-0.06660395893940503,0.47760138883917386,0.8644476838354389,0.5770346474248276,0.11185095649832581,0.09501133786848073,0.04054097829608034,,,,,,
71,T18,L1正则多因素逻辑回归,3.9,4.333333333333333,10.066666666666666,128.7,0.279236276849642,0.9674267100977197,0.4736842105263158,0.3513513513513513,0.3145575977940447,0.6233314934736809,0.9020408163265305,0.8045531699648453,0.4570940097481871,0.09501133786848073,0.05600907029478459,0.06804611460624399,0.259418396163668,-0.4025066121603456,0.6517237912775976,0.09501133786848073,0.08218811647691858
71,T21,对应染色体三标准差Z值规则,0.0,0.0,2.25,144.75,0.0,1.0,,,,0.5,0.9846938775510204,0.5350951741279893,0.019718087772587326,0.015306122448979591,0.0,,,,,,
71,T21,L1正则多因素逻辑回归,0.25,0.5,2.0,144.25,0.1111111111111111,0.9965457685664939,0.3333333333333333,0.16666666666666666,0.1855084788520559,0.5538284398388025,0.9829931972789115,0.710860725023074,0.14728971623017062,0.015306122448979591,0.00510204081632653,0.01413477323999872,0.0744638091939558,0.23962456218961084,1.2274579198003397,0.015306122448979591,0.02512074643859466
72,T13,对应染色体三标准差Z值规则,0.2,4.521428571428571,4.8,137.47857142857143,0.04,0.968158953722334,0.04236006051437217,0.041146216017634095,0.008387976099071546,0.5040794768611669,0.9365889212827988,0.5320497429018556,0.05112187325698121,0.034013605442176874,0.032118561710398445,,,,,,
72,T13,L1正则多因素逻辑回归,0.5,2.25,4.5,139.75,0.1,0.9841549295774648,0.18181818181818182,0.12903225806451613,0.11258602276406343,0.5420774647887324,0.9540816326530612,0.6343555779119159,0.16517694165063915,0.034013605442176874,0.01870748299319728,0.03162113492623799,0.1486901278148761,-1.5252745617281631,0.4793685770491117,0.034013605442176874,0.03257653724257961
72,T18,对应染色体三标准差Z值规则,0.0,3.4642857142857144,8.899999999999999,134.6357142857143,0.0,0.9749146581152374,0.0,,-0.039438921308515874,0.4874573290576187,0.9158892128279884,0.6225528901431399,0.08344349542284116,0.06054421768707483,0.023566569484936833,,,,,,
72,T18,L1正则多因素逻辑回归,3.7,3.9166666666666665,5.2,134.18333333333334,0.4157303370786517,0.9716389090031379,0.48577680525164113,0.44803229061553984,0.4168013173429413,0.6936846230408948,0.9379818594104308,0.9016826166526352,0.5665359598799337,0.06054421768707483,0.051814058956916105,0.039249555172567646,0.1444436605949294,-0.3443558166231937,0.9738185438082811,0.06054421768707483,0.07334443020405748
72,T21,对应染色体三标准差Z值规则,0.0,0.0,3.75,143.25,0.0,1.0,,,,0.5,0.9744897959183674,0.5520762347987478,0.032525168621485044,0.025510204081632654,0.0,,,,,,
72,T21,L1正则多因素逻辑回归,0.25,0.5,3.5,142.75,0.06666666666666667,0.9965095986038395,0.3333333333333333,0.1111111111111111,0.1398100299274356,0.5315881326352531,0.9727891156462585,0.4129288899969528,0.08964766764505445,0.025510204081632654,0.00510204081632653,0.024295826328752115,0.12759974077521002,-4.240127949954554,-0.1497513340353056,0.025510204081632654,0.02415690538930793
73,T13,对应染色体三标准差Z值规则,0.0,3.7380952380952377,9.783333333333333,133.47857142857143,0.0,0.972757717200812,0.0,,-0.04313202153543015,0.486378858600406,0.9080174927113702,0.45359572918193025,0.06710274737575239,0.06655328798185942,0.025429219306770327,,,,,,
73,T13,L1正则多因素逻辑回归,0.9166666666666666,2.0,8.866666666666665,135.21666666666667,0.09369676320272574,0.9854245111138102,0.3142857142857143,0.14435695538057744,0.141413170240138,0.539560637158268,0.9260770975056689,0.5179391462401768,0.18963795951005094,0.06655328798185942,0.01984126984126984,0.06081258480933063,0.29756465999885406,-1.9363304707817826,0.17182923967102479,0.06655328798185942,0.035498172152022174
73,T18,对应染色体三标准差Z值规则,0.0,4.654761904761905,10.466666666666665,131.87857142857143,0.0,0.9659075055803572,0.0,,-0.050068215650535576,0.4829537527901786,0.8971331389698737,0.5612623580918733,0.08495241008548,0.07120181405895691,0.03166504697116942,,,,,,
73,T18,L1正则多因素逻辑回归,3.9,2.333333333333333,6.566666666666667,134.2,0.37261146496815284,0.9829101562499999,0.625668449197861,0.467065868263473,0.45371117037785014,0.6777608106090763,0.9394557823129251,0.8998783240001563,0.6085070043220537,0.07120181405895691,0.04240362811791383,0.04212277681162888,0.15545298586820128,0.11156719495354318,1.0409398399577938,0.07120181405895691,0.06945793352905898
73,T21,对应染色体三标准差Z值规则,0.0,0.0,4.833333333333334,142.16666666666666,0.0,1.0,,,,0.5,0.9671201814058956,0.40165628122130537,0.03026875588778321,0.03287981859410431,0.0,,,,,,
73,T21,L1正则多因素逻辑回归,0.9166666666666666,0.5,3.916666666666667,141.66666666666666,0.18965517241379307,0.9964830011723329,0.6470588235294118,0.2933333333333333,0.3397567121122749,0.593069086793063,0.9699546485260769,0.6457544799866016,0.2584976706192481,0.03287981859410431,0.00963718820861678,0.027558662705747222,0.12976456736928957,0.34842351839740404,1.043921647437929,0.03287981859410431,0.027349901127302866
74,T13,对应染色体三标准差Z值规则,0.2,4.7,7.116666666666667,134.98333333333335,0.02733485193621868,0.9663524639064551,0.04081632653061224,0.03274215552523874,-0.007648000574516119,0.4968436579213369,0.9196145124716552,0.5548920506625306,0.12732720757276672,0.04977324263038549,0.03333333333333333,,,,,,
74,T13,L1正则多因素逻辑回归,1.9166666666666665,3.95,5.4,135.73333333333335,0.2619589977220957,0.971721751580957,0.3267045454545454,0.2907711757269279,0.2596219219233247,0.6168403746515263,0.9363945578231291,0.6171874748226673,0.29384730691122835,0.04977324263038549,0.039909297052154194,0.041943690995781255,0.200303568854121,-1.1157870574333784,0.4839079189046807,0.04977324263038549,0.03590353077316176
74,T18,对应染色体三标准差Z值规则,0.0,6.192857142857143,10.433333333333334,130.37380952380954,0.0,0.9546532305868405,0.0,,-0.05796587214584672,0.47732661529342024,0.8868966634272756,0.5643543432777509,0.09052593666585039,0.07097505668934241,0.04212827988338193,,,,,,
74,T18,L1正则多因素逻辑回归,5.0,2.5,5.4333333333333345,134.06666666666666,0.4792332268370607,0.9816939223822309,0.6666666666666666,0.5576208178438661,0.5378961674682946,0.7304635746096457,0.946031746031746,0.8996357110049356,0.6887482217388147,0.07097505668934241,0.05102040816326531,0.036095555284042506,0.14460829087832536,0.0325188995279302,1.0680871869426745,0.07097505668934241,0.07414016970970264
74,T21,对应染色体三标准差Z值规则,0.0,0.0,2.7499999999999996,144.25,0.0,1.0,,,,0.5,0.9812925170068028,0.40510627443036445,0.02200004198932609,0.01870748299319728,0.0,,,,,,
74,T21,L1正则多因素逻辑回归,1.1666666666666665,1.0,1.5833333333333333,143.25,0.4242424242424242,0.9930675909878682,0.5384615384615384,0.47457627118644063,0.4691943259990438,0.7086550076151462,0.9824263038548752,0.7434873618582456,0.4495713304894402,0.01870748299319728,0.014739229024943309,0.013162596569259092,0.07140825499869216,0.9763392375804371,1.4885564495625023,0.01870748299319728,0.028150719666178686
75,T13,对应染色体三标准差Z值规则,0.0,3.4714285714285715,5.416666666666666,138.11190476190475,0.0,0.975481375599092,0.0,,-0.030418999417539696,0.487740687799546,0.9395367670877874,0.4539952180446589,0.04787640681573431,0.036848072562358274,0.02361516034985422,,,,,,
75,T13,L1正则多因素逻辑回归,1.0,4.0,4.416666666666666,137.58333333333334,0.18461538461538463,0.9717480871100648,0.2,0.192,0.1625093120527684,0.5781817358627247,0.9427437641723356,0.5747838741599777,0.2172939360965629,0.036848072562358274,0.034013605442176874,0.033018977327376936,0.1634168439324144,-1.7387473443974215,0.4020410434059105,0.036848072562358274,0.03605915515005098
75,T18,对应染色体三标准差Z值规则,0.0,4.623809523809524,11.883333333333333,130.49285714285713,0.0,0.9657791326719415,0.0,,-0.05344363161780232,0.48288956633597074,0.8877065111758988,0.5807347843939081,0.0981163754604164,0.08083900226757369,0.03145448655652737,,,,,,
75,T18,L1正则多因素逻辑回归,4.75,3.9166666666666665,7.133333333333334,131.2,0.3997194950911641,0.971012705069693,0.5480769230769231,0.4622871046228711,0.4290366984884153,0.6853661000804285,0.9248299319727891,0.8802066984418013,0.5935088039236893,0.08083900226757369,0.058956916099773236,0.04955032658060406,0.1833885843924775,-0.13762766176205643,0.8693870269234739,0.08083900226757369,0.076697886878217
75,T21,对应染色体三标准差Z值规则,0.0,0.0,3.666666666666666,143.33333333333334,0.0,1.0,,,,0.5,0.9750566893424036,0.5579916691835297,0.03309458496364097,0.02494331065759637,0.0,,,,,,
75,T21,L1正则多因素逻辑回归,0.25,0.5,3.416666666666666,142.83333333333334,0.06818181818181819,0.9965116279069768,0.3333333333333333,0.11320754716981134,0.1416090575118846,0.5323467230443975,0.9733560090702948,0.40593161683277945,0.0945928053689995,0.02494331065759637,0.00510204081632653,0.023714081722586464,0.12622269260463237,-4.540657610372726,-0.21798708979234468,0.02494331065759637,0.02403047176551465
76,T13,对应染色体三标准差Z值规则,0.2,4.104761904761905,4.216666666666667,138.47857142857143,0.045283018867924525,0.9712114886866493,0.04646017699115044,0.04586404586404586,0.01670097168006047,0.508247253777287,0.9433916423712341,0.3916298061851253,0.029261858499103434,0.030045351473922906,0.02928409459021704,,,,,,
76,T13,L1正则多因素逻辑回归,1.0833333333333333,2.75,3.3333333333333335,139.83333333333331,0.2452830188679245,0.9807130333138515,0.2826086956521739,0.2626262626262626,0.2420880190480537,0.612998026090888,0.9586167800453516,0.7864349437049943,0.4284297429682002,0.030045351473922906,0.02607709750566893,0.023130515985366185,0.1070217266146152,-0.08225003991085471,1.0851012080221492,0.030045351473922906,0.038580498698717436
76,T18,对应染色体三标准差Z值规则,0.0,6.654761904761904,9.083333333333332,131.26190476190476,0.0,0.9517479499352611,0.0,,-0.05588325187664371,0.47587397496763056,0.8929381276320052,0.5490090713632386,0.07330239503854352,0.06179138321995464,0.04527048914804017,,,,,,
76,T18,L1正则多因素逻辑回归,2.2,4.5,6.883333333333333,133.41666666666669,0.24220183486238536,0.9673716012084592,0.3283582089552239,0.2787750791974657,0.24193628021554536,0.6047867180354223,0.9225623582766439,0.8071236690912404,0.35514329391600963,0.06179138321995464,0.04557823129251701,0.05161180674994845,0.19675931163812008,-0.8663940351173691,0.6384107391490921,0.06179138321995464,0.07178333180084355
76,T21,对应染色体三标准差Z值规则,0.0,0.0,4.999999999999999,142.0,0.0,1.0,,,,0.5,0.9659863945578231,0.5441126387957373,0.044431641988924415,0.034013605442176874,0.0,,,,,,
76,T21,L1正则多因素逻辑回归,0.5833333333333333,0.5,4.416666666666666,141.5,0.11666666666666667,0.9964788732394366,0.5384615384615384,0.1917808219178082,0.23979112782980427,0.5565727699530516,0.9665532879818595,0.5391564200014904,0.15790366699613043,0.034013605442176874,0.0073696145124716545,0.030545651493794956,0.1466710986717015,-0.8901664891837557,0.654160282277862,0.034013605442176874,0.02536289143442338
77,T13,对应染色体三标准差Z值规则,0.4,3.4166666666666665,4.983333333333333,138.20000000000002,0.07430340557275542,0.9758738378251148,0.10480349344978167,0.08695652173913045,0.05926540659696532,0.5250886216989351,0.9428571428571428,0.42702881094212797,0.04622842979446434,0.03662131519274376,0.02596371882086168,,,,,,
77,T13,L1正则多因素逻辑回归,1.0833333333333333,4.25,4.3,137.36666666666667,0.20123839009287925,0.9699894080263622,0.203125,0.20217729393468117,0.17199819536518693,0.5856138990596207,0.9418367346938776,0.5803604643978467,0.10977528914976266,0.03662131519274376,0.036281179138321996,0.03557669203717058,0.17130732667905774,-2.2100386115304804,0.2670425594073187,0.03662131519274376,0.0346488270669729
77,T18,对应染色体三标准差Z值规则,0.0,9.319047619047618,8.899999999999999,128.78095238095239,0.0,0.9325195682907487,0.0,,-0.0660460727770938,0.46625978414537433,0.8760609005506965,0.6151289242641382,0.07592576428134837,0.06054421768707482,0.06339488176222871,,,,,,
77,T18,L1正则多因素逻辑回归,2.75,4.083333333333333,6.150000000000001,134.01666666666665,0.30898876404494374,0.9704320540671011,0.4024390243902439,0.34957627118644063,0.31652784910862836,0.6397104090560224,0.9303854875283446,0.864656384701703,0.40663714192496997,0.06054421768707482,0.046485260770975055,0.04624038008506287,0.1688566316589864,-0.45228052589923534,0.8430572859241973,0.06054421768707482,0.06903661130373556
77,T21,对应染色体三标准差Z值规则,0.0,0.0,3.5,143.5,0.0,1.0,,,,0.5,0.9761904761904762,0.6616992054274284,0.04957876977516347,0.023809523809523808,0.0,,,,,,
77,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,3.1666666666666665,143.5,0.09523809523809523,1.0,1.0,0.17391304347826084,0.3052569707341966,0.5476190476190477,0.9784580498866213,0.4770182327673617,0.12049727383902378,0.023809523809523808,0.0022675736961451248,0.022053000430922908,0.11601132873526526,-2.6427199573211135,0.27387413514767206,0.023809523809523808,0.02390183359574622
78,T13,对应染色体三标准差Z值规则,0.0,4.166666666666667,6.75,136.08333333333334,0.0,0.9702911467617351,0.0,,-0.0374696852365568,0.48514557338086756,0.9257369614512472,0.37595856898689145,0.05093072717799976,0.04591836734693878,0.028344671201814053,,,,,,
78,T13,L1正则多因素逻辑回归,2.1666666666666665,5.2,4.583333333333333,135.04999999999998,0.32098765432098764,0.9629233511586454,0.2941176470588235,0.306965761511216,0.27236762687444055,0.6419555027398165,0.9334467120181406,0.6920783726883948,0.31070974681777763,0.04591836734693878,0.05011337868480726,0.03848220256732575,0.1734359212964029,-0.9311605880537062,0.6017883101420148,0.04591836734693878,0.04257269938336217
78,T18,对应染色体三标准差Z值规则,0.0,5.1000000000000005,13.333333333333334,128.56666666666666,0.0,0.9618453865336659,0.0,,-0.059875851095457275,0.48092269326683296,0.8746031746031746,0.5699283042394017,0.10923836115742633,0.09070294784580499,0.03469387755102041,,,,,,
78,T18,L1正则多因素逻辑回归,6.5,4.0,6.833333333333333,129.66666666666666,0.48750000000000004,0.970074812967581,0.6190476190476191,0.5454545454545455,0.510248883276676,0.7287874064837905,0.9263038548752833,0.8805520573566086,0.616503671418598,0.09070294784580499,0.07142857142857142,0.05404981757957515,0.1988384809175739,-0.20688957164498067,0.8198419403299558,0.09070294784580499,0.08691574740168807
78,T21,对应染色体三标准差Z值规则,0.0,0.0,3.25,143.75,0.0,1.0,,,,0.5,0.9778911564625851,0.4767783971262235,0.027248432903048323,0.022108843537414966,0.0,,,,,,
78,T21,L1正则多因素逻辑回归,0.9166666666666666,0.5,2.333333333333333,143.25,0.2820512820512821,0.9965217391304347,0.6470588235294118,0.39285714285714296,0.41927116408459114,0.6392865105908584,0.9807256235827664,0.6449399232007929,0.312933796101042,0.022108843537414966,0.00963718820861678,0.017515586801708064,0.09228551795566063,0.17730986644847807,1.1221947568875688,0.022108843537414966,0.026838097820150966
79,T13,对应染色体三标准差Z值规则,0.4,3.2714285714285714,5.25,138.07857142857142,0.07079646017699115,0.9768558289959068,0.10894941634241247,0.08582375478927204,0.058704578091965456,0.5238261445864489,0.9420310981535471,0.4961047010563213,0.07464450898385261,0.03843537414965987,0.0249757045675413,,,,,,
79,T13,L1正则多因素逻辑回归,0.8333333333333333,2.4,4.816666666666666,138.95,0.14749262536873156,0.9830208701804032,0.25773195876288657,0.18761726078799248,0.17106974593674198,0.5652567477745674,0.9509070294784581,0.6814737168375129,0.2996414240456299,0.03843537414965987,0.02199546485260771,0.03265253785709109,0.1503356027900676,-1.079179029782904,0.6312012171862015,0.03843537414965987,0.044451811586997896
79,T18,对应染色体三标准差Z值规则,0.0,3.8880952380952376,11.48333333333333,131.62857142857143,0.0,0.9713090992146458,0.0,,-0.04798087863293794,0.4856545496073229,0.8954324586977649,0.5071412646730031,0.08026571039915562,0.07811791383219956,0.02644962747003563,,,,,,
79,T18,L1正则多因素逻辑回归,4.45,3.4166666666666665,7.033333333333334,132.1,0.3875181422351234,0.9747878489730661,0.5656779661016949,0.45994832041343664,0.43201108216648526,0.6811529956040947,0.9289115646258502,0.897832259655053,0.6333904417760942,0.07811791383219956,0.053514739229024944,0.04529002679636681,0.16608591953817725,-0.09294945978862737,0.961135074454085,0.07811791383219956,0.0795669736565673
79,T21,对应染色体三标准差Z值规则,0.0,0.0,4.333333333333333,142.66666666666666,0.0,1.0,,,,0.5,0.9705215419501133,0.47920657029886005,0.029410431596778554,0.029478458049886618,0.0,,,,,,
79,T21,L1正则多因素逻辑回归,0.3333333333333333,0.0,4.0,142.66666666666666,0.07692307692307693,1.0,1.0,0.14285714285714288,0.27354190689028773,0.5384615384615384,0.9727891156462585,0.48974273390161227,0.1113210662963876,0.029478458049886618,0.0022675736961451248,0.027436248724044522,0.1369113568581259,-2.2485678604666983,0.3214484475376429,0.029478458049886618,0.024587436383351674
80,T13,对应染色体三标准差Z值规则,0.4,3.383333333333333,7.65,135.56666666666666,0.049689440993788817,0.9756507136859782,0.10572687224669605,0.0676056338028169,0.03640846700725397,0.5126700773398836,0.9249433106575964,0.4721820180841815,0.07125768566869294,0.05476190476190477,0.025736961451247164,,,,,,
80,T13,L1正则多因素逻辑回归,1.5,5.15,6.55,133.8,0.18633540372670807,0.9629363080244692,0.22556390977443608,0.2040816326530612,0.1634134118844964,0.5746358558755886,0.9204081632653062,0.5451432070864863,0.14460740171034261,0.05476190476190477,0.045238095238095244,0.05253771129874799,0.24699940009091445,-2.065429789747349,0.1979231568685318,0.05476190476190477,0.039063294828584165
80,T18,对应染色体三标准差Z值规则,0.0,5.897619047619047,12.299999999999999,128.80238095238096,0.0,0.9562166366175274,0.0,,-0.061778867806044635,0.4781083183087637,0.8762066731454486,0.6158521176779155,0.1087001736259658,0.0836734693877551,0.040119857466796235,,,,,,
80,T18,L1正则多因素逻辑回归,5.75,2.0,6.550000000000001,132.7,0.46747967479674796,0.9851521900519673,0.7419354838709677,0.57356608478803,0.560832309071855,0.7263159324243577,0.9418367346938775,0.9189502192154881,0.709545579298668,0.0836734693877551,0.05272108843537415,0.04242010358867513,0.15675137657500482,0.40266578479703374,1.134373126831324,0.0836734693877551,0.07614749949621623
80,T21,对应染色体三标准差Z值规则,0.0,0.0,4.75,142.25,0.0,1.0,,,,0.5,0.967687074829932,0.6099474423218757,0.04860479588716267,0.03231292517006803,0.0,,,,,,
80,T21,L1正则多因素逻辑回归,0.0,0.0,4.75,142.25,0.0,1.0,,,,0.5,0.967687074829932,0.4820769948695207,0.03625324869832932,0.03231292517006803,0.0,0.03176800933783996,0.15521519149988705,-4.105828002446008,-0.1743584423307066,0.03231292517006803,0.02243833245635663
81,T13,对应染色体三标准差Z值规则,0.2,3.016666666666666,5.3,138.48333333333335,0.03636363636363637,0.9786808009422849,0.06217616580310882,0.04588910133843213,0.01951543384095036,0.5075222186529607,0.9434240362811792,0.3777998052203,0.03434110625573254,0.03741496598639456,0.021882086167800453,,,,,,
81,T13,L1正则多因素逻辑回归,1.1666666666666665,2.2,4.333333333333333,139.3,0.2121212121212121,0.9844522968197881,0.3465346534653465,0.26315789473684215,0.24937727533474963,0.5982867544705001,0.9555555555555556,0.7432435409113854,0.3606770540428331,0.03741496598639456,0.022902494331065757,0.030073497694344767,0.133789975753176,-0.2370678197892997,0.8895364855492883,0.03741496598639456,0.035575828045466815
81,T18,对应染色体三标准差Z值规则,0.0,5.10952380952381,8.333333333333332,133.55714285714288,0.0,0.9631524725274726,0.0,,-0.046519702589661316,0.4815762362637363,0.9085519922254616,0.5821772321428571,0.07150488531912128,0.05668934240362812,0.03475866537091027,,,,,,
81,T18,L1正则多因素逻辑回归,2.7,4.25,5.633333333333333,134.41666666666669,0.32400000000000007,0.9693509615384616,0.38848920863309355,0.35332606324972743,0.3196310578448757,0.6466754807692308,0.932766439909297,0.8216687500000002,0.4181905733056787,0.05668934240362812,0.04727891156462585,0.043963159912655064,0.1731546370320015,-0.7904185035752377,0.6971701086814873,0.05668934240362812,0.06699627602201069
81,T21,对应染色体三标准差Z值规则,0.0,0.0,2.6666666666666665,144.33333333333331,0.0,1.0,,,,0.5,0.981859410430839,0.3598925684592545,0.015728956704310505,0.018140589569160998,0.0,,,,,,
81,T21,L1正则多因素逻辑回归,0.9166666666666666,0.5,1.75,143.83333333333331,0.34375,0.9965357967667436,0.6470588235294118,0.4489795918367347,0.4648596407224493,0.6701428983833718,0.9846938775510204,0.627231627350709,0.36472095430691875,0.018140589569160998,0.00963718820861678,0.013746465715731534,0.07728480034895051,0.3798309312520682,1.25941717099375,0.018140589569160998,0.026919358895636115
82,T13,对应染色体三标准差Z值规则,0.4,2.588095238095238,6.85,137.16190476190476,0.055172413793103454,0.9814805349689071,0.13386454183266935,0.07813953488372095,0.05624156749789317,0.5183264743810053,0.9357952704891481,0.6111891102749163,0.12545518508419595,0.04931972789115646,0.020327178490443798,,,,,,
82,T13,L1正则多因素逻辑回归,1.0833333333333333,4.6,6.166666666666667,135.15,0.14942528735632182,0.9670840787119858,0.1906158357771261,0.16752577319587628,0.13086017419414,0.5582546830341538,0.9267573696145126,0.6200252425112089,0.18522664243419387,0.04931972789115646,0.038662131519274376,0.0454335535028932,0.20815426669573509,-1.5126796273677952,0.38087226735242286,0.04931972789115646,0.04030074560896641
82,T18,对应染色体三标准差Z值规则,0.0,4.8309523809523816,12.233333333333333,129.93571428571428,0.0,0.9641532101339176,0.0,,-0.055538610835128635,0.4820766050669588,0.883916423712342,0.6010705565232144,0.10727856431090486,0.08321995464852608,0.03286362163913184,,,,,,
82,T18,L1正则多因素逻辑回归,5.65,5.0,6.583333333333334,129.76666666666665,0.46185286103542234,0.9628988374969082,0.5305164319248826,0.493809176984705,0.45258108293988103,0.7123758492661653,0.9212018140589568,0.8991287412745836,0.6494235816475831,0.08321995464852608,0.07244897959183674,0.04790178855581316,0.17424832063443346,-0.2769514817166616,0.8872226518143361,0.08321995464852608,0.08911600946133655
82,T21,对应染色体三标准差Z值规则,0.0,0.0,3.0833333333333335,143.91666666666666,0.0,1.0,,,,0.5,0.9790249433106575,0.4687692407437628,0.023329956012089134,0.0209750566893424,0.0,,,,,,
82,T21,L1正则多因素逻辑回归,0.5833333333333333,0.5,2.5,143.41666666666666,0.18918918918918917,0.9965257672264042,0.5384615384615384,0.28,0.3111567039118862,0.5928574782077967,0.9795918367346939,0.5322524609148809,0.21156421480700666,0.0209750566893424,0.0073696145124716545,0.018249041677830615,0.09730560475851378,-0.8714035420234807,0.8080138306984679,0.0209750566893424,0.025965609716697938
83,T13,对应染色体三标准差Z值规则,0.4,2.0214285714285714,5.75,138.82857142857142,0.06504065040650406,0.9856483594502764,0.16519174041297938,0.09333333333333332,0.07973371429389443,0.5253445049283902,0.9471331389698736,0.4285854619340916,0.0554897539582266,0.04183673469387755,0.016472303206997083,,,,,,
83,T13,L1正则多因素逻辑回归,1.3333333333333333,2.0,4.816666666666666,138.85,0.21680216802168023,0.9858004969826056,0.4,0.2811950790861161,0.2724857259610102,0.6013013325021429,0.9536281179138322,0.7506506616699955,0.27089288083687313,0.04183673469387755,0.022675736961451243,0.03564190972836917,0.15332777559576413,-0.7293460209835704,0.6768036438444541,0.04183673469387755,0.03889057694536222
83,T18,对应染色体三标准差Z值规则,0.0,5.747619047619048,10.966666666666667,130.28571428571428,0.0,0.9577484510099065,0.0,,-0.05727442670418213,0.47887422550495323,0.8862973760932944,0.47838060289415785,0.07264359058573892,0.07460317460317459,0.03909944930353094,,,,,,
83,T18,L1正则多因素逻辑回归,3.45,3.9166666666666665,7.516666666666667,132.11666666666665,0.31458966565349544,0.9712080372457732,0.4683257918552036,0.3763636363636364,0.3441824036026975,0.6428988514496343,0.9222222222222222,0.8544110773340081,0.48621950973521405,0.07460317460317459,0.05011337868480726,0.05264021227171592,0.19420113515323748,-0.40760168480968223,0.7444103667718382,0.07460317460317459,0.07266685722114978
83,T21,对应染色体三标准差Z值规则,0.0,0.0,4.0,143.0,0.0,1.0,,,,0.5,0.9727891156462585,0.34028471528471504,0.023554060904235147,0.027210884353741492,0.0,,,,,,
