概率阈值,真阳性,假阳性,假阴性,真阴性,灵敏度,特异度,精确率,F1分数,马修斯相关系数,平衡准确率,准确率,阳性判定比例,马修斯相关系数最大参考点标志
0.07535899242576034,12.516666666666666,46.840476190476195,4.35,83.29285714285714,0.742094861660079,0.6400578161592506,0.2108704372242278,0.3284188167676641,0.24822816552725496,0.6910763389096648,0.6517654680919988,0.40379008746355677,0
0.07530747018707414,12.516666666666666,47.00714285714285,4.35,83.12619047619047,0.742094861660079,0.6387770784543325,0.21028,0.3277022815110335,0.247284899242473,0.6904359700572058,0.6506316812439261,0.40492387431162935,0
0.0743702063916253,12.516666666666666,47.173809523809524,4.35,82.9595238095238,0.742094861660079,0.6374963407494145,0.20969285999202233,0.32698886608198047,0.24634384463886996,0.6897956012047468,0.6494978943958535,0.406057661159702,0
0.07434819271673485,12.516666666666666,47.42380952380953,4.35,82.7095238095238,0.742094861660079,0.6355752341920374,0.20881827209533263,0.32592454818810246,0.24493636512503192,0.6888350479260582,0.6477972141237447,0.40775834143181083,0
0.07382078540718716,12.516666666666666,47.62380952380953,4.35,82.50952380952381,0.742094861660079,0.6340383489461359,0.20812383704818083,0.3250780694431561,0.24381388570398244,0.6880666053031075,0.6464366699060576,0.4091188856494979,0
0.07364261936194375,12.516666666666666,47.957142857142856,4.35,82.17619047619047,0.742094861660079,0.6314768735362998,0.20697665262411905,0.323677000277068,0.24194990859551047,0.6867858675981894,0.6441690962099125,0.411386459345643,0
0.0721817559068069,12.516666666666666,48.207142857142856,4.35,81.92619047619047,0.742094861660079,0.6295557669789227,0.2061245294855709,0.322634098441144,0.24055744088984593,0.6858253143195008,0.6424684159378037,0.41308713961775184,0
0.0716718787119084,12.516666666666666,48.457142857142856,4.35,81.67619047619047,0.742094861660079,0.6276346604215457,0.20527939396305986,0.3215978955739761,0.23916962746889553,0.6848647610408123,0.6407677356656948,0.4147878198898607,0
0.07112048697336419,12.516666666666666,48.707142857142856,4.35,81.42619047619047,0.742094861660079,0.6257135538641686,0.2044411604573384,0.3205683273370327,0.23778640347719635,0.6839042077621238,0.639067055393586,0.41648850016196953,0
0.07112044879949295,12.516666666666666,48.957142857142856,4.35,81.17619047619047,0.742094861660079,0.6237924473067915,0.20360974476160967,0.3195453302130505,0.2364077047936654,0.6829436544834353,0.6373663751214771,0.4181891804340784,0
0.07107125471628807,12.516666666666666,49.12380952380953,4.35,81.00952380952381,0.742094861660079,0.6225117096018736,0.20305921433813587,0.31886695174840013,0.23549105505923648,0.6823032856309763,0.6362325882734046,0.4193229672821509,0
0.07092026245604836,12.516666666666666,49.37380952380953,4.35,80.75952380952381,0.742094861660079,0.6205906030444965,0.20223897822574438,0.317854767519197,0.23411975801045146,0.6813427323522878,0.6345319080012958,0.42102364755425975,0
0.07034123043466678,12.516666666666666,49.62380952380952,4.35,80.50952380952381,0.742094861660079,0.6186694964871196,0.20142534196712517,0.3168489889401199,0.23275281875399756,0.6803821790735993,0.632831227729187,0.4227243278263686,0
0.07024557103027293,12.516666666666666,49.87380952380952,4.35,80.25952380952381,0.742094861660079,0.6167483899297425,0.2006182262250038,0.31584955539533766,0.23139017573157925,0.6794216257949107,0.6311305474570781,0.42442500809847744,0
0.06971959418861652,12.516666666666666,50.12380952380952,4.35,80.00952380952381,0.742094861660079,0.6148272833723654,0.1998175529286556,0.3148564070314138,0.2300317680497092,0.6784610725162221,0.6294298671849693,0.4261256883705863,0
0.06926512837521741,12.516666666666666,50.37380952380952,4.35,79.75952380952381,0.742094861660079,0.6129061768149884,0.19902324524873174,0.313869484745358,0.22867753546561276,0.6775005192375336,0.6277291869128604,0.42782636864269513,0
0.06907877107816847,12.516666666666666,50.62380952380953,4.35,79.50952380952381,0.742094861660079,0.6109850702576113,0.19823522757268372,0.3128887301729012,0.22732741837340117,0.6765399659588451,0.6260285066407516,0.429527048914804,0
0.06862752041476157,12.766666666666666,50.62380952380953,4.1,79.50952380952381,0.7569169960474308,0.6109850702576113,0.20139723557692304,0.3181440607570903,0.2367561413051196,0.683951033152521,0.6277291869128604,0.4312277291869128,0
0.06847063887205126,12.766666666666666,50.87380952380953,4.1,79.25952380952381,0.7569169960474308,0.6090639637002343,0.2006060832803322,0.31715612338449706,0.23540900790719424,0.6829904798738325,0.6260285066407516,0.43292840945902167,0
0.0672406413110901,12.766666666666666,51.04047619047619,4.1,79.09285714285714,0.7569169960474308,0.6077832259953162,0.20008209261539608,0.3165009001564206,0.23451318600554083,0.6823501110213734,0.624894719792679,0.4340621963070942,0
0.06655767453393774,12.766666666666666,51.2904761904762,4.1,78.84285714285714,0.7569169960474308,0.6058621194379391,0.1993012191495688,0.3155231258091091,0.23317281086216582,0.681389557742685,0.6231940395205701,0.43576287657920304,0
0.06649670336203022,12.766666666666666,51.540476190476184,4.1,78.59285714285714,0.7569169960474308,0.6039410128805621,0.1985264171202192,0.3145513741823835,0.23183641404673533,0.6804290044639965,0.6214933592484613,0.4374635568513119,0
