删去孕妇,被删事件数,收敛标志,孕周效应_百分点,妇间BMI效应_百分点,BMI个体内效应_百分点,孕周效应变化_百分点,妇间BMI效应变化_百分点,BMI个体内效应变化_百分点,孕周系数变化_主模型标准误,妇间BMI系数变化_主模型标准误,BMI个体内系数变化_主模型标准误,最大标准化系数变化,最大相对变化,任一核心效应方向翻转标志,警告或异常
A163,4,1,0.369522345036,-0.184603383832,-0.184119648784,0.0113560709488,0.00641486722229,-0.108817814579,0.290741525597,0.144033900361,-0.903057730423,0.903057730423,1.44508849923,0,The MLE may be on the boundary of the parameter space.
A052,4,1,0.351500118448,-0.21822027101,-0.0615629042416,-0.00666615563911,-0.0272020199561,0.0137389299626,-0.110813110314,-0.558608341855,0.112046333117,0.558608341855,0.182451464931,0,The MLE may be on the boundary of the parameter space.
A160,4,1,0.357566691244,-0.216942486873,-0.0721122216031,-0.000599582843689,-0.0259242358182,0.0031896126011,-0.0223713951702,-0.505571037738,0.0281201011039,0.505571037738,0.135716014963,0,The MLE may be on the boundary of the parameter space.
A102,4,1,0.364067593878,-0.193744638731,-0.131096133059,0.00590131979046,-0.0027263876771,-0.0557942988548,0.143168787177,-0.0541382226478,-0.464609905556,0.464609905556,0.740942095826,0,The MLE may be on the boundary of the parameter space.
A074,2,1,0.357501288396,-0.170267533488,-0.0694565473913,-0.000664985690876,0.0207507175667,0.00584528681291,-0.065166112294,0.423021366282,0.0501691519912,0.423021366282,0.108632119979,0,The MLE may be on the boundary of the parameter space.
A046,4,1,0.355062325484,-0.177006653704,-0.0755081032224,-0.00310394860339,0.01401159735,-0.000206269018227,-0.0391094627097,0.256019775594,-0.0057900748407,0.256019775594,0.0733521392469,0,The MLE may be on the boundary of the parameter space.
A124,4,1,0.348800653451,-0.192281343445,-0.064727606631,-0.00936562063623,-0.0012630923906,0.0105742275732,-0.243313174502,-0.0259955167566,0.0875145463722,0.243313174502,0.140424568471,0,The MLE may be on the boundary of the parameter space.
A144,3,1,0.353214423415,-0.191449107512,-0.0573044414529,-0.00495185067216,-0.000430856457586,0.0179973927513,-0.211164717143,-0.00938805426774,0.148960761587,0.211164717143,0.239003378091,0,The MLE may be on the boundary of the parameter space.
A026,4,1,0.352586087979,-0.20169300068,-0.0589534796387,-0.00558018610855,-0.0106747496259,0.0163483545655,-0.187345420992,-0.206605183962,0.136184980733,0.206605183962,0.217104334021,0,The MLE may be on the boundary of the parameter space.
A082,4,1,0.358188782517,-0.189469236288,-0.0503164687574,2.25084298436e-05,0.00154901476662,0.0249853654468,0.0487551664549,0.0208741932333,0.205729285159,0.205729285159,0.331802879848,0,The MLE may be on the boundary of the parameter space.
A042,4,1,0.361986702507,-0.181717648913,-0.0750226844033,0.00382042841963,0.00930060214117,0.000279149800898,0.0774066247102,0.199584041719,0.0047773653001,0.199584041719,0.0486895995007,0,The MLE may be on the boundary of the parameter space.
A010,4,1,0.362377194779,-0.184394322245,-0.0985842549307,0.00421092069206,0.00662392880894,-0.0232824207265,0.0868876947137,0.153474088271,-0.188626276936,0.188626276936,0.309187962983,0,The MLE may be on the boundary of the parameter space.
A088,2,1,0.362602672454,-0.192873659964,-0.0940749252233,0.00443639836716,-0.00185540890916,-0.0187730910191,0.187431127854,-0.0307194643409,-0.154639706603,0.187431127854,0.249304564988,0,The MLE may be on the boundary of the parameter space.
A053,4,1,0.354932437008,-0.18235423433,-0.0658126438436,-0.00323383707946,0.00866401672426,0.00948919036059,-0.111974089811,0.185196711904,0.0805344436103,0.185196711904,0.126015394723,0,The MLE may be on the boundary of the parameter space.
A103,4,1,0.358391102967,-0.190494833692,-0.0573367992547,0.000224828879231,0.000523417361882,0.0179650349495,0.0192824977306,0.00673866672727,0.148330811131,0.148330811131,0.238573670075,0,The MLE may be on the boundary of the parameter space.
A101,4,1,0.3623717616,-0.188481704682,-0.0784908356328,0.00420548751309,0.00253654637277,-0.00318900142862,0.146050987831,0.0574601172623,-0.025257742301,0.146050987831,0.0423495850044,0,The MLE may be on the boundary of the parameter space.
A151,4,1,0.357455926997,-0.182996817438,-0.0705417370139,-0.000710347090453,0.00802143361682,0.00476009719029,0.0421139451982,0.144350592699,0.0369897234761,0.144350592699,0.0632135623334,0,The MLE may be on the boundary of the parameter space.
A112,4,1,0.353300718001,-0.198291722241,-0.0660401676256,-0.00486555608618,-0.00727347118663,0.00926166657857,-0.0558799806934,-0.14270788893,0.0770824411858,0.14270788893,0.122993904152,0,The MLE may be on the boundary of the parameter space.
A076,4,1,0.353860014361,-0.196078292807,-0.0723116328494,-0.00430625972657,-0.00506004175222,0.00299020135477,-0.13847177756,-0.115976440907,0.0224858485943,0.13847177756,0.0397095420898,0,The MLE may be on the boundary of the parameter space.
A068,4,1,0.35812198951,-0.182679213672,-0.0779599265069,-4.42845775732e-05,0.00833903738213,-0.00265809230267,0.0668098500627,0.137937025776,-0.0270523669008,0.137937025776,0.0436557100492,0,The MLE may be on the boundary of the parameter space.
A078,4,1,0.355054059307,-0.198039824597,-0.0772869553108,-0.00311221478035,-0.00702157354224,-0.00198512110664,-0.134431155876,-0.127221482969,-0.0143899956457,0.134431155876,0.03675865266,0,The MLE may be on the boundary of the parameter space.
A095,4,1,0.356538825782,-0.184829035934,-0.0758844271751,-0.00162744830492,0.00618921511999,-0.000582592970884,-0.00285604898853,0.133192690697,-0.00314227679058,0.133192690697,0.0324011715416,0,The MLE may be on the boundary of the parameter space.
A015,4,1,0.355986600676,-0.191709234026,-0.0671951212025,-0.00217967341113,-0.000690982971917,0.00810671300173,-0.131155542842,-0.0104120505885,0.067680938014,0.131155542842,0.107656248847,0,The MLE may be on the boundary of the parameter space.
A041,4,1,0.364072606486,-0.188415097621,-0.0751949878271,0.00590633239872,0.00260315343381,0.000106846377057,0.131153161687,0.0624038613058,0.00263234401602,0.131153161687,0.0164904761448,0,The MLE may be on the boundary of the parameter space.
A113,4,1,0.36370460997,-0.188391988367,-0.0767966175267,0.00553833588232,0.00262626268764,-0.00149478332246,0.129297542094,0.071957664654,-0.00907218031337,0.129297542094,0.0198505566067,0,The MLE may be on the boundary of the parameter space.
A153,4,1,0.362875629621,-0.190533522996,-0.0813790723975,0.00470935553337,0.000484728058732,-0.00607723819334,0.127850209969,0.0161000980761,-0.0492807840575,0.127850209969,0.080705048656,0,The MLE may be on the boundary of the parameter space.
A099,4,1,0.35669518573,-0.185035319736,-0.0785742462935,-0.00147108835721,0.00598293131829,-0.00327241208933,-0.0537520390924,0.126814513298,-0.0257995302108,0.126814513298,0.0434572693204,0,The MLE may be on the boundary of the parameter space.
A035,4,1,0.352844457046,-0.189262328491,-0.0655736189572,-0.00532181704155,0.00175592256321,0.00972821524704,-0.123872453098,0.0407732018626,0.0814534639862,0.123872453098,0.129189618684,0,The MLE may be on the boundary of the parameter space.
A166,4,1,0.362871408548,-0.191668450725,-0.0689247040845,0.00470513446049,-0.000650199670634,0.00637713011967,0.122429071067,-0.00829264010997,0.0535588679705,0.122429071067,0.0846875801508,0,The MLE may be on the boundary of the parameter space.
A142,4,1,0.356035290574,-0.195712008991,-0.063568077107,-0.0021309835137,-0.00469375793661,0.0117337570972,-0.121822502014,-0.0931936825389,0.0972813154147,0.121822502014,0.155822991846,0,The MLE may be on the boundary of the parameter space.
A152,4,1,0.357707460608,-0.196744959314,-0.0741734946417,-0.000458813478991,-0.00572670825951,0.00112833956254,-0.0100376182588,-0.118709573105,0.00864965803366,0.118709573105,0.0299799010194,0,The MLE may be on the boundary of the parameter space.
A121,4,1,0.363157900204,-0.193757398056,-0.0771133459129,0.00499162611638,-0.0027391470016,-0.00181151170873,0.116879684329,-0.046667122426,-0.0137142737013,0.116879684329,0.0240566744207,0,The MLE may be on the boundary of the parameter space.
A024,4,1,0.356257920899,-0.191189666508,-0.0803025349119,-0.0019083531885,-0.00017141545321,-0.00500070070769,-0.115766881735,-0.00148483532862,-0.0411505684904,0.115766881735,0.0664087503384,0,The MLE may be on the boundary of the parameter space.
A150,4,1,0.359554107996,-0.190685921988,-0.0616271855008,0.00138783390869,0.000332329066253,0.0136746487034,0.0561721295103,0.00614193105249,0.11322870533,0.11322870533,0.181597816944,0,The MLE may be on the boundary of the parameter space.
A086,4,1,0.362683602184,-0.1913814157,-0.0618633169687,0.00451732809693,-0.00036316464513,0.0134385172355,0.106233932431,-0.00277106107588,0.111937287104,0.111937287104,0.17846201726,0,The MLE may be on the boundary of the parameter space.
A087,4,1,0.35597609704,-0.192290451186,-0.072540256499,-0.00219017704739,-0.00127220013169,0.00276157770518,-0.109020520977,-0.0249447172241,0.0229634916568,0.109020520977,0.0366734453996,0,The MLE may be on the boundary of the parameter space.
A167,4,1,0.357525009306,-0.185084392846,-0.0752622368022,-0.000641264781245,0.00593385820853,3.9597402045e-05,0.0199924954673,0.108243367315,-0.00135923265833,0.108243367315,0.0310643521013,0,The MLE may be on the boundary of the parameter space.
A013,4,1,0.356038096483,-0.195501690706,-0.0732437680081,-0.00212817760443,-0.00448343965174,0.00205806619613,-0.0365905711575,-0.102744948133,0.0149903634399,0.102744948133,0.0273308906467,0,The MLE may be on the boundary of the parameter space.
A066,4,1,0.356227478412,-0.189886140034,-0.0739280120802,-0.00193879567527,0.00113211102024,0.00137382212402,-0.102262360455,0.0175100719848,0.0105752357035,0.102262360455,0.0182442053177,0,The MLE may be on the boundary of the parameter space.
A096,4,1,0.361033308216,-0.196231054334,-0.0845914617071,0.00286703412835,-0.0052128032793,-0.00928962750292,0.098463625339,-0.101675816241,-0.0766903959621,0.101675816241,0.123365222124,0,The MLE may be on the boundary of the parameter space.
A108,4,1,0.359093964757,-0.189157834472,-0.0630629941457,0.000927690669505,0.00186041658272,0.0122388400585,0.0442837960012,0.0333448218593,0.100892316925,0.100892316925,0.16253043751,0,The MLE may be on the boundary of the parameter space.
A100,4,1,0.360595971668,-0.194157932618,-0.0773182029271,0.00242969758078,-0.00313968156374,-0.00201636872292,0.100038205268,-0.05290418505,-0.0151226183723,0.100038205268,0.0267771528308,0,The MLE may be on the boundary of the parameter space.
A033,4,1,0.352630482828,-0.190124336873,-0.0729676214626,-0.00553579125927,0.000893914181528,0.00233421274156,-0.0993835429529,0.0196478997994,0.0196480816072,0.0993835429529,0.0309980861188,0,The MLE may be on the boundary of the parameter space.
A060,4,1,0.35947833017,-0.186353523213,-0.0761922877651,0.00131205608256,0.00466472784127,-0.000890453560913,-0.00255097701253,0.0988262169974,-0.00638571141254,0.0988262169974,0.0244203253643,0,The MLE may be on the boundary of the parameter space.
A072,4,1,0.35987282247,-0.189204237315,-0.0870014711542,0.00170654838271,0.00181401373946,-0.01169963695,0.0212859646083,0.0278767535784,-0.098699847978,0.098699847978,0.155369880078,0,The MLE may be on the boundary of the parameter space.
A122,4,1,0.354448239033,-0.193289464126,-0.0710457590688,-0.00371803505392,-0.00227121307122,0.00425607513538,-0.0986680560319,-0.0501141662348,0.0345489834756,0.0986680560319,0.0565202053888,0,The MLE may be on the boundary of the parameter space.
A136,4,1,0.35768771175,-0.191109581139,-0.0639075274426,-0.000478562336861,-9.1330084957e-05,0.0113943067616,-0.0985184299707,0.00531360096945,0.0954066164279,0.0985184299707,0.151315129067,0,The MLE may be on the boundary of the parameter space.
A039,4,1,0.361040062916,-0.188803917943,-0.0793306433732,0.00287378882853,0.00221433311122,-0.00402880916895,0.0984947377083,0.0373108286621,-0.0346149954753,0.0984947377083,0.0535021385804,0,The MLE may be on the boundary of the parameter space.
A061,4,1,0.361435934086,-0.194704444794,-0.0712561188653,0.00326965999824,-0.00368619373922,0.00404571533895,0.0973851562792,-0.0804086378399,0.0324920163804,0.0973851562792,0.0537266506414,0,The MLE may be on the boundary of the parameter space.
