重复序号,有效标志,抽样技术误差标准差,达标事件数,一组方案贝叶斯信息准则,两组方案贝叶斯信息准则,贝叶斯信息准则两组挑战胜出标志,两组切点,两组低BMI组人数,两组高BMI组人数,固定效应_孕周标准化,固定效应_首次BMI标准化,固定效应_首次年龄标准化,固定效应_首次身高标准化,固定效应_首次生产次数,一组第1组_12周0天已达标比例,一组第1组_13周0天已达标比例,一组第1组_25周0天已达标比例,两组第1组_12周0天已达标比例,两组第1组_13周0天已达标比例,两组第1组_25周0天已达标比例,两组第2组_12周0天已达标比例,两组第2组_13周0天已达标比例,两组第2组_25周0天已达标比例,失败信息
14,1,0.008171798074771993,479,213.20728921590037,219.46705355828578,0,29.756464415,48,119,0.35188611010846416,-0.10468654566773254,-0.0930031351131014,-0.048541465255988715,0.20247849357251518,0.621148037886426,0.6541091383675444,0.9052273935716763,0.7686577043633109,0.7963073305382556,0.9572853088312828,0.5765660330776241,0.6100193836430645,0.8850504840846208,
15,1,0.004863189469709719,483,211.45265444153407,217.44224382567745,0,29.716817785,44,123,0.34423952411225456,-0.1440505437460272,-0.08641473721521221,-0.029144883926770844,0.1814191253979465,0.6207678089597835,0.6569158119141442,0.9142765490837832,0.7494178107884033,0.7811136762755507,0.9563658273981747,0.5777740193304333,0.6143754297671882,0.8967023527045184,
16,1,0.003675906569549812,480,212.67152279699823,218.47265000909022,0,36.43617476,151,16,0.35821607070123007,-0.11479989402448118,-0.08770729350263146,-0.03563635186469912,0.18867132325469155,0.6062135566335699,0.6439580363390323,0.9178889673495848,0.63241856690875,0.6698161037912477,0.9274084877746978,0.3643216403873625,0.39712094493444194,0.7896114411928308,
17,1,0.004622212278560836,480,214.87887036254216,220.89926075659065,0,36.43617476,151,16,0.347852699983621,-0.13846320837126946,-0.08678014988645952,-0.037972413566634125,0.1801426577576332,0.6130905935373704,0.6492493665268564,0.9141012601492122,0.6398866858662074,0.6756003666370031,0.9241705409592097,0.4091301748743757,0.4429239249108339,0.8098349996743496,
18,1,0.005735575689828134,491,206.46615737804868,212.03767291250614,0,36.43617476,151,16,0.3577214802537807,-0.13605827334198367,-0.08373996337786004,-0.029676543848604013,0.18786280136273867,0.6460394268878147,0.6796132611857195,0.9233729118573025,0.6749355278022835,0.7077722591565971,0.9338376344787113,0.4115394237935127,0.4437510410978814,0.8017498054609014,
19,1,0.0053188083685390694,479,213.57593550255348,218.54945093757658,0,29.716817785,44,123,0.3386645286552844,-0.11536555084788118,-0.09140889511692211,-0.05108888253202973,0.17874279781602667,0.6108035786407181,0.6460023973542821,0.9093311282272653,0.7223985281491553,0.7547610086274243,0.9490743309455762,0.5638363468885256,0.5992507845368445,0.8887185387510214,
20,1,0.00634263405444699,484,213.8429157891015,220.43805819709576,0,29.716817785,44,123,0.36079166532602003,-0.13126943615219586,-0.08780087819028705,-0.045475648392866684,0.174641013085981,0.6163151757857835,0.6516520992733832,0.9254157468923762,0.7123049254337487,0.7449014280358474,0.9565736548232965,0.5773431942403638,0.6131099039284317,0.9098645424212397,
21,1,0.006326528991869554,488,208.09593099310004,213.00645544638007,0,36.43617476,151,16,0.3486483656543255,-0.1157895633436633,-0.10636569123791738,-0.058062817687572675,0.196345432453615,0.6369689388087568,0.6683491258866487,0.9257958759521946,0.6613338338562842,0.6924554128797029,0.9354524635008066,0.3766389106243407,0.40256964566309983,0.7625016026627772,
22,1,0.006459880689430719,480,213.74040269079424,219.35819021256208,0,36.43617476,151,16,0.3699940495497848,-0.11961252204372952,-0.08207930865954671,-0.04819367833537956,0.19278468654006414,0.6014035834194499,0.6374628333306874,0.9233099225452677,0.6299337527805615,0.6655601715684789,0.9336430948121786,0.3474286911732486,0.37879779678963166,0.7799511611504637,
23,1,0.005192743625251551,485,209.6357265353594,215.29901392576562,0,36.43617476,151,16,0.36364665258324563,-0.11584409146708298,-0.08803696016909673,-0.049137777292896354,0.16763946219705375,0.6155673358483255,0.651924151603785,0.9296795322350729,0.6434453277142709,0.6794858628337854,0.939417108085214,0.3564243715671059,0.386502320423716,0.7851542027148466,
24,1,0.0044402391339758525,484,213.0980939284375,218.34078828376096,0,29.756464415,48,119,0.35255370044526346,-0.11554259863611853,-0.08302849356058303,-0.041850444436464296,0.17548705949282414,0.6205772749674704,0.6575709900672153,0.9175253771283575,0.7194426284159806,0.7535871661619357,0.9503269309990099,0.5679690795679666,0.605384057411654,0.8962589329153064,
25,1,0.004518054666747628,487,209.8225355014599,216.0461623388956,0,36.43617476,151,16,0.34801095314168223,-0.12722629914395048,-0.08189019924846874,-0.037653582204710656,0.18119955528114826,0.6241383947243686,0.6592747473701033,0.9208160811413175,0.651494851639549,0.6861332371853495,0.9308804871970803,0.4278829756573378,0.46126662387890827,0.8219316480469692,
