自助序号,有效标志,一组方案贝叶斯信息准则,两组方案贝叶斯信息准则,贝叶斯信息准则两组挑战胜出标志,两组切点,两组低BMI组人数,两组高BMI组人数,固定效应_孕周标准化,固定效应_首次BMI标准化,固定效应_首次年龄标准化,固定效应_首次身高标准化,固定效应_首次生产次数,一组第1组_12周0天已达标比例,一组第1组_13周0天已达标比例,一组第1组_25周0天已达标比例,两组第1组_12周0天已达标比例,两组第1组_13周0天已达标比例,两组第1组_25周0天已达标比例,两组第2组_12周0天已达标比例,两组第2组_13周0天已达标比例,两组第2组_25周0天已达标比例,失败信息
30,1,197.3086952010645,202.56181604559873,0,35.689195755,148,19,0.34045025339726037,-0.060771788569795274,-0.10574777054295356,-0.023830520903171205,0.19566875852170434,0.6543532195616163,0.6906744411074689,0.9339055151623067,0.6889582464778552,0.7238533966061749,0.9444101729009823,0.417820686488326,0.45566835755258756,0.8301668370633609,
31,1,201.51283936678632,205.30414398937955,0,36.09730783,143,24,0.3570263150963616,-0.16907506750252152,-0.05041257413600784,-0.07519646002148486,0.1462184893965328,0.6330490598180953,0.6745429176416777,0.9223398761903683,0.6893069353960866,0.7282874216140033,0.9388409615257777,0.37944183459776704,0.42107425311857555,0.8165038965021633,
32,1,203.53737815634256,202.12528987489924,1,36.999319045,150,17,0.36758860342753374,-0.1475268194897705,-0.035022362451862334,-0.06661876568754403,0.15241282310794432,0.6277677917058287,0.6699752570452704,0.9491124425463325,0.6830622441849729,0.7236772524045104,0.9627704056723791,0.3146529911648252,0.34894890971084674,0.8000798603012553,
33,1,208.08255245034795,207.18834770949678,1,36.39922521,146,21,0.2918479109840042,-0.12280977562064846,-0.11749284573852045,-0.09902117887026626,0.14933017724846728,0.6429417831894304,0.6764708920987927,0.9118959333827121,0.6988403054232771,0.7315842841939821,0.933779947818549,0.3837549709423668,0.4106597792063839,0.7604257289422698,
34,1,214.09640840451914,217.2284506475392,0,29.756464415,51,116,0.30077825354954274,-0.10618752717950976,-0.16631681578856772,-0.04447752563125466,0.19038107234523846,0.6237112086559861,0.6558972719105339,0.8963037868091525,0.8225837221052648,0.8483626105732309,0.9685081530878109,0.5608230292056824,0.5925683389881704,0.8642823537615327,
35,1,215.43138563252398,213.77165573377584,1,35.614437525,139,28,0.3657633789765424,-0.18535005955358844,-0.1301076310367169,0.007843379361129263,0.12636180003099692,0.610561547647599,0.6512632737886144,0.9164828971035021,0.6794598243348152,0.7182134571196835,0.9384481268882107,0.3294016561219569,0.3643201451885921,0.7771533339015531,
36,1,209.3672442905814,213.3072801584085,0,36.624364005000004,148,19,0.3715656882615237,-0.1532977704980533,-0.09420727893351086,0.0007917510934494386,0.18141686959013495,0.6033908202581534,0.6431085572680413,0.9328962501184238,0.6346141484064007,0.6738601268936738,0.9429115564352774,0.4008078429437701,0.43755729037936564,0.8395038635626516,
37,1,205.53780860490886,204.55798680023548,1,36.43617476,152,15,0.3274437964010818,-0.12376778095669469,-0.051634617854480605,0.008982627637084108,0.18235069180939945,0.6312801740868343,0.6687656940892401,0.9243706313105804,0.6789684369167964,0.7153356138785313,0.94026463837823,0.29926043215868275,0.3283358742032599,0.7355600610585673,
38,1,208.35836506323295,211.7548838631547,0,36.09730783,149,18,0.2722869062422971,-0.1320219912408414,-0.10035610231889767,-0.005528350671140017,0.18121760455425664,0.6709619818429281,0.6992967968404729,0.8898872523895809,0.7047053781119095,0.7322452906484519,0.9053278940523387,0.4015844183275147,0.42782607899443176,0.7264279843593471,
39,1,208.04379307796034,207.6956996391488,1,31.430195355000002,88,79,0.3883012157071446,-0.15278795557490693,-0.18135678741980907,-0.06425468027154276,0.16747678422528367,0.5472616637115367,0.5871422354119159,0.9173676533898095,0.6943730996872611,0.7330180173937012,0.9654041904643255,0.4146097437226678,0.4504626272564892,0.8451058353494391,
40,1,187.9211358275413,191.60813744786992,0,35.614437525,146,21,0.3421401316604048,-0.13230255190737394,-0.004101809471030931,-0.06998148950252502,0.1262786708150565,0.6847033892268416,0.7226425573093946,0.9500289579403415,0.7303055710142463,0.7660288238735272,0.9614590846725556,0.40121150100841135,0.439375455790855,0.8347411771151558,
41,1,228.82213022945228,228.63755122813018,1,33.05934021,118,49,0.35806899012403176,-0.12261446953227215,-0.11537916290101517,-0.04535064744512646,0.2366070440471791,0.5499751355159325,0.584627578910675,0.8898400134526293,0.6446202494654426,0.6785131977150368,0.9298616763968686,0.37829028295172507,0.40914116724131416,0.7831671684993159,
42,1,203.4804445539022,207.50312710407405,0,29.75646442,48,119,0.36983156380023174,-0.08931867621717118,-0.04636786873731934,-0.04852926922176648,0.17603951893033679,0.6131649351016747,0.6515988508524305,0.9280267729018428,0.7357741819357061,0.7697887370516941,0.9633039409656323,0.5537182069487825,0.5927640972895946,0.9057724691874686,
43,1,201.0254191280994,208.305380083716,0,35.689195755,148,19,0.3171429256211052,-0.05702430908075853,-0.13440265867816437,-0.0712064320459671,0.22425396804192088,0.6478407768584257,0.6804632561897788,0.9234398382686956,0.6801709140836839,0.7122771578551493,0.9359673083331267,0.5210931071795771,0.5529983991417758,0.8595670471529818,
44,1,203.56586924394773,204.95552259793362,0,35.614437525,143,24,0.3265652209973598,-0.1728036910902221,-0.0374702933485918,-0.09718828607271476,0.17806525243075277,0.6187787397974319,0.6558882216715863,0.902932976370543,0.676305007358852,0.7122433823711158,0.9243652979386211,0.3726250602364141,0.40519337496129976,0.7731619850392969,
45,1,199.04870154470262,204.37397973793645,0,36.43617476,150,17,0.3610763599038524,-0.1174333901289045,-0.06620590127731706,-0.07130138412768305,0.14343744821375226,0.6455171940205,0.6814795249894349,0.9175917943777951,0.6817950093690391,0.7165660586784304,0.9301490836883014,0.4151475179978847,0.4508359918078369,0.8082182658292114,
46,1,198.0456220643526,202.16416767718965,0,36.624364005000004,150,17,0.3351600977633645,-0.11501977329293403,-0.12270225319841846,-0.02249177341739049,0.17869906386489834,0.6650683830450066,0.7002883974805518,0.9244217901091548,0.7009706656639365,0.7343682110961768,0.9357036022451539,0.3487566848791862,0.38621380699131064,0.7771602138602958,
47,1,216.22398692907032,224.8188926537727,0,36.09730783,144,23,0.36951061373503974,-0.07565572660234125,-0.031130688761496873,-0.0075460793833549205,0.07983170471020577,0.604361212007714,0.6399153335018533,0.9079555670913914,0.627442633156308,0.662693308828249,0.9171231364482918,0.47292259151912297,0.507698599798482,0.8438896557098501,
48,1,206.3085652993831,208.19099567318295,0,29.75646442,52,115,0.29818315974161697,-0.1417691534151684,0.020067662183093703,0.00841418450792702,0.20413284964190118,0.6887890306594331,0.7191093084691529,0.8966816700568524,0.8957556537125106,0.9130975669129471,0.9715303901155029,0.6236872651303293,0.6552496878306794,0.8670251355007246,
49,1,190.9320641633456,196.81526853855394,0,37.849496290000005,158,9,0.3604583160943205,-0.09352673640363228,-0.16101891483368252,-0.08882213623127541,0.22272193945832025,0.634597649611038,0.6729727102415864,0.9486941804948373,0.6549780484445342,0.6932347446741335,0.9547424567767197,0.3268761072959495,0.3534690510198534,0.7676045139062664,
50,1,194.86126064532164,201.93745315078922,0,36.43617476,152,15,0.37418003249245446,-0.11319889453973338,-0.0667775242208505,-0.08983660722566536,0.20675174273477018,0.6173176753312833,0.655185993383255,0.944588325515783,0.6400523167641707,0.6780690557192436,0.9522428160038726,0.498555228951381,0.5332732254471345,0.8886735825305476,
51,1,195.72301020595083,199.6263075971341,0,30.119388739999998,64,103,0.28161168202176956,-0.1390247645188223,-0.012308214449143368,-0.08214463276299411,0.14741104607366454,0.6782614162640657,0.7108694484327053,0.9187331567593572,0.7683408995518617,0.797351158890921,0.9500098136650164,0.6064155204890419,0.6402415195672346,0.8887114088566943,
52,1,204.37013241735738,206.09649804240962,0,31.41103571,80,87,0.3669998490137924,-0.13739311941791496,-0.08771831912389783,-0.14324538397559766,0.14933505533234578,0.5887362805595158,0.62817335704497,0.9223720192841927,0.744227325828259,0.7813926582894557,0.9703788477990019,0.47372937995813774,0.5100879638060178,0.8657494158828165,
53,1,194.87998338719146,200.46318724970808,0,30.119388739999998,55,112,0.3571078424908604,-0.09379375452144947,-0.09599080126797942,-0.0858932510077738,0.2389240551765656,0.6432761872503436,0.6781134730443872,0.9252892391423369,0.8090130966574803,0.8358817888686293,0.973086890052244,0.5832409627304244,0.6189910848086999,0.9014612224547098,
54,1,195.59607883003207,201.69360951760234,0,31.247618505,105,62,0.31043172304469746,-0.10328823769040046,-0.13900069665911594,-0.01861737445225526,0.24215573849319846,0.6938183254820935,0.7237333602957647,0.9310528217505499,0.7700653264150072,0.7970293570113777,0.9569979518464913,0.5621795581859567,0.5937707260072614,0.872349048697486,
55,1,174.2728950954944,180.65726727163778,0,29.75646442,52,115,0.3359978517748019,-0.12636361370935592,-0.08649578850940368,-0.10849464991353922,0.20864638078578307,0.6995752921363201,0.7344322904834237,0.9459860160924684,0.7458657384363468,0.7788901811234423,0.9596277235697828,0.6364539744025256,0.6729823637899914,0.9248974116755827,
56,1,204.64838686455425,211.01446917200417,0,29.75646442,55,112,0.35245153486745023,-0.12941779464259573,-0.02631201788785438,0.023000411470976805,0.27369633522870496,0.5867468432082901,0.6285023424035722,0.92454051142943,0.7064589532552611,0.7445372091106931,0.9582975479267505,0.5255359140537038,0.5674773726957391,0.9022230263125387,
57,1,195.3522176103314,200.08369537776747,0,29.05951596,27,140,0.3420313694163968,-0.12566920227337633,-0.012191689044183515,0.014366552384617093,0.1598632119587296,0.6556099124516714,0.6955649247522926,0.9391279512589193,0.7869764391839881,0.819097799867295,0.9709593893835131,0.6097643284831096,0.6511805338362391,0.9251662530168562,
58,1,208.17542430946008,205.92062054670237,1,30.119388745000002,65,102,0.34858385678855763,-0.19542865652641223,-0.05695601347959425,-0.0362770696877687,0.20188655934134453,0.6093514440602454,0.6477620875999088,0.9208913608422509,0.7862318499533599,0.8178013021602416,0.971467397440365,0.5131278738445404,0.5513313273121357,0.8803988568796621,
59,1,202.87148241263418,208.21957877631968,0,29.756464415,49,118,0.3244172257765807,-0.13502138564110128,-0.15582022244879687,-0.016946483040913667,0.22279446346012075,0.607269853666766,0.6434438723375547,0.9079912381677445,0.7501381229559649,0.7839332653309086,0.9590341888925661,0.5579413905304939,0.5935252179918749,0.8844859099231313,
60,1,197.66478064167904,203.53187204442793,0,35.689195755,145,22,0.3938283516787147,-0.08769341959696536,-0.03122753666611202,-0.0891333705316167,0.20438831316338774,0.5881828576420886,0.6335759031298832,0.9382469255893973,0.6228130718995674,0.6679358209558981,0.9480235137571097,0.3371740691689244,0.3738765277461974,0.824071046372298,
61,1,213.35406037418406,212.04747205408557,1,33.05934021,124,43,0.3130313993701253,-0.1192993530934001,-0.0793798343638922,-0.08455151796397552,0.17227871189128524,0.5939291316942005,0.6285996153678459,0.9018964201669561,0.6756133774457317,0.7101650349167599,0.9355480564263495,0.4006791803210066,0.4291751304956653,0.7821556789127512,
62,1,201.72342307513895,205.3549952895914,0,36.999319045,151,16,0.371062934772344,-0.12844371483455821,-0.12429232363089228,-0.09144521144721786,0.2785867414787827,0.6044474372687267,0.6427656300041233,0.9196788989691591,0.645149297323439,0.6827668437240859,0.9337907633862241,0.27825650289960385,0.3072361228936597,0.7261767624057641,
63,1,224.46655072373747,226.13306832774578,0,35.689195755,146,21,0.3452489902401724,-0.11856437226647755,-0.10749869190815055,-0.01901029777835668,0.06421416245852081,0.5914156591929223,0.628737326613367,0.9108097587759039,0.6390358488940783,0.6758597516730945,0.9285600391840443,0.2930670283500018,0.3207149642504177,0.7272909447935236,
64,1,197.23383130200912,201.71189627073545,0,29.716817785,55,112,0.33204467388935355,-0.15219955571157,-0.026577372031881437,-0.12083536397290912,0.056708672710668005,0.6735420688346206,0.7093705462761222,0.9336335808546933,0.7665278736865185,0.7973936954830446,0.9598744579856264,0.6064193745464481,0.6442400571485585,0.9105643334674672,
65,1,202.1787207612916,202.60901955513344,0,35.64644873,146,21,0.32388626004213295,-0.12160637943203864,-0.08006845898987452,-0.012678651052770924,0.0860994656859592,0.661516368778328,0.6959512113253131,0.9393411925150702,0.7201737009720404,0.7524006120058506,0.9567158478590755,0.3159198682987763,0.3458782818105967,0.7475486402188443,
66,1,220.82753112370077,219.95881656011193,1,36.70164185,148,19,0.4225311483684359,-0.1909551382434187,-0.10338521464912305,-0.05468191447123781,0.09324623232222076,0.5644243600377863,0.6066915555457033,0.9324978531132092,0.6214747774796481,0.6633215520488701,0.9496390245465159,0.15763402647936395,0.17731071908470863,0.6281376082124053,
67,1,205.98075306706357,209.90044307271006,0,29.756464415,55,112,0.3052574135476186,-0.11717398517270043,-0.021992976732560426,-0.030970156638598687,0.19026102224569447,0.6567796872332196,0.6885364351852795,0.9133309238309618,0.7567568649102825,0.7848352728430448,0.949299061848613,0.5932176362742635,0.6259900381771148,0.8854698850608879,
68,1,186.2124988895497,193.5409609062175,0,45.92884948,165,2,0.35798284054358465,-0.09568832494133284,-0.06911841981570133,-0.0813872264875168,0.13903835177576138,0.6831408415771587,0.719678423228826,0.9564182315766568,0.6955988691398332,0.7315735912736464,0.9594763456833799,0.3654366920074067,0.4027942013559568,0.8271213724216606,
69,1,205.85771483012735,209.1049603738967,0,36.43617476,148,19,0.3775362032667858,-0.12045461420389691,-0.10988106895093343,-0.06049157202112583,0.027387511866288773,0.5878412358545287,0.6298616818371259,0.9471509133366366,0.6316674876517114,0.6735943751198848,0.9590511506765543,0.3580337845602424,0.39143480373738726,0.8392092790647083,
70,1,196.0209319870041,200.72810244565943,0,35.967910939999996,146,21,0.3701375064061898,-0.1103776058615419,-0.1292003199365799,-0.08131674354308933,0.22777690244213344,0.6131648945558102,0.6536737287928059,0.9418321114176322,0.6574521653536637,0.6969356442464707,0.9540584951867436,0.37693879233435873,0.41386843062730916,0.8391716995950483,
71,1,191.49340615226427,199.11241641471656,0,29.756464415,41,126,0.36669197712998386,-0.06433469889073103,-0.05268832151251694,-0.0066079822750283535,0.2292213436579098,0.6625591051883393,0.7002218635165851,0.9397220085405696,0.6938327430861091,0.730745264105234,0.9498115348523989,0.6251101711303918,0.6638330879755054,0.9275754834870925,
72,1,203.62297213948042,210.7691236453578,0,31.269159645000002,83,84,0.35145148722900593,-0.09726676178808798,-0.08413398931944494,-0.024690679464044924,0.20260526095527645,0.6423195872472156,0.6788141284581687,0.9242154234742014,0.7162140037709843,0.7495238323998983,0.9473718470312527,0.5637200190900176,0.6019969775757568,0.894374912656073,
73,1,202.6968788640084,207.99052468479323,0,36.624364005000004,154,13,0.4460402155723928,-0.08176731965216484,-0.1474179157867834,-0.10785907733671926,0.13118408405746196,0.5604254661421316,0.6087558736769244,0.9590080577485877,0.5889294880469964,0.6369337445710263,0.9648536628720898,0.3658358891492682,0.40978258913802423,0.9008674270295146,
74,1,202.4978005629123,207.10947900305757,0,36.43617476,149,18,0.3554066334229591,-0.1250835165044062,-0.07724202519942207,-0.010246721800103732,0.20521808600080954,0.6391965076327144,0.6769534277441766,0.9286829605634557,0.6706383329869491,0.707390428534972,0.9387550301730645,0.46421226736316323,0.5031841126496228,0.8566800080019811,
75,1,219.09333739281388,225.20277218882603,0,36.999319045,150,17,0.3766686280816563,-0.10197842731748566,-0.07064163489711374,-0.05880945692898281,0.22258095280680382,0.563806291911267,0.6018312345916461,0.9056653489967493,0.5974150805509437,0.6352720539503344,0.9188016571773988,0.44478968289247417,0.4814221726290178,0.8495724886605068,
76,1,214.24564263271756,208.1956091613414,1,36.379591695,146,21,0.31750842140858115,-0.20644785487419354,-0.09382033221972134,-0.08257659619218423,0.10328614363205448,0.602058540111263,0.6385965583656384,0.9038821978248592,0.6746064467987744,0.7101492765890021,0.93112786325063,0.18040714685949644,0.19747270156464444,0.5848355185850315,
77,1,206.88615379294103,212.077020810514,0,29.172108809999997,34,133,0.386189550563124,-0.14256282751322252,-0.05712205863659723,0.029614187396485404,0.2566150573223826,0.5825764797490685,0.6239353241124875,0.9152816336423779,0.6987746654978136,0.7366333911939278,0.9506672040194163,0.540969502672045,0.5826258010701806,0.8998082024975428,
78,1,199.7867339506715,207.27128501699076,0,35.689195755,149,18,0.31269094899998584,-0.05583924298287852,-0.04581168576634468,-0.09508975651933284,0.1003731165541248,0.671951567628158,0.7084401888292892,0.9165850675694559,0.7035640891901819,0.7388859696670859,0.9274538592350516,0.48613823010853596,0.5239508361388087,0.8374892704374369,
79,1,200.3838975487767,199.3048929382083,1,31.247618505,85,82,0.36040626701471334,-0.17550546629416036,-0.06673942232324313,-0.12883523105582445,0.18559336830633444,0.6540956192493615,0.6888800845100548,0.9272242361051418,0.8060101204778458,0.834440021761339,0.9722567957929656,0.5202751250747534,0.5549201503358167,0.8676723611228299,
80,1,206.539848010104,213.71110750940966,0,33.332582615,114,53,0.33023644238725536,-0.08879883700665561,-0.15200500783545115,-0.029030188418023024,0.15659228055110233,0.6394720029587551,0.6741234311396674,0.8980490304277393,0.6942171562533641,0.7277356408923098,0.9200546458775863,0.5306751536284879,0.5652152757759428,0.8456861504148718,
81,1,210.5988576950502,212.9486613815314,0,29.75646442,43,124,0.3054544020958309,-0.16102417190290588,-0.08677873029275798,-0.03362949016009092,0.16694270012408446,0.6072454930445453,0.6417754316209383,0.9152462551587127,0.7467328406336367,0.7782446333111543,0.9627463791463801,0.5507466120699307,0.5849841188565128,0.889306060552482,
82,1,218.45627484075825,223.41928716822918,0,36.43617476,156,11,0.3489462506015884,-0.11311546784121845,-0.05114527186112925,0.0016124404761620247,0.28025478384503677,0.5770671544727003,0.61153945132246,0.8975457935854615,0.60114082829773,0.6353155811077007,0.9078588946278601,0.26961912015063205,0.2967368123697915,0.6885066001989366,
83,1,192.60184588913282,197.38633429513584,0,31.71929008,88,79,0.37042974242904103,-0.13715103552180583,-0.11788906132118708,-0.020269204757070402,0.13442082183247048,0.6581979362713873,0.6967076481189826,0.9433623475564199,0.7529059901989211,0.7874041410461117,0.9679137670521382,0.5527308287307923,0.592397302379457,0.906124575175165,
84,1,210.01266530801442,209.40899755070416,1,36.09730783,147,20,0.3222750573369364,-0.13315265721472042,-0.05524957075003636,-0.11506451528574997,0.14613990347960276,0.6263516803550474,0.6631630170043449,0.9139757077839249,0.6838404549398958,0.7196855083798341,0.9348125574344234,0.2635799865164914,0.28744453931920255,0.6806011755347354,
85,1,204.5658918797987,208.79681448903278,0,35.614437525,141,26,0.37546265580976773,-0.12982874501496017,-0.13862662970814302,-0.08522863370483608,0.19760574807461018,0.5947432384466081,0.6337024059371592,0.92147442668642,0.644226126415942,0.6822157251056796,0.9376118628928971,0.34432878016100715,0.3783533074388449,0.7969944696622009,
86,1,215.63781680467258,218.68190993148085,0,31.862556315,79,88,0.3565316308457691,-0.1093896054360617,-0.060241505713709634,-0.08541142110224809,0.18744187167256207,0.5662068160354371,0.6020348677769113,0.9157282184282689,0.6699138015009712,0.704652639399593,0.9535040634695223,0.48326945587635284,0.5180447068400306,0.8737193141590031,
87,1,206.61570609700672,211.7659339711052,0,29.756464415,47,120,0.35208845409587886,-0.11730421421940554,-0.07107121527932563,-0.1218180401918311,0.18029765393908673,0.5992062021202869,0.6337570924824355,0.9242418722539825,0.69785802570361,0.7322423767261032,0.9603421581339981,0.5516210861847931,0.5854013362627261,0.9015779281732879,
88,1,210.34203148120724,209.08378527765416,1,34.721552450000004,141,26,0.3916418049127734,-0.19709446454836574,-0.09983680851744163,-0.004927107885425584,0.15088433610417307,0.5791478877472146,0.6217418297091445,0.9383731585210056,0.6555997238944258,0.6966742935791832,0.9589923642435133,0.299387254422091,0.33330756168209813,0.794736315712089,
89,1,194.63610670360202,199.55376443689585,0,35.689195755,148,19,0.3175614237387811,-0.05094377336111886,-0.0996069915033413,-0.009069173829942226,0.10924912362253279,0.6569841677671383,0.6891914600535655,0.9478674838440116,0.6868470708822687,0.718597342811068,0.9573681268450759,0.501312541769552,0.532243035497459,0.8770790519713992,
90,1,191.5977903470547,195.79160155877588,0,29.006466625,37,130,0.296908741898991,-0.10480319862484862,-0.010391606990246261,-0.05528055109990599,0.1646472547779092,0.6704935067281199,0.703654428244374,0.9389167398129958,0.8010159797986596,0.8286049393525481,0.9754464221162772,0.6263741012286195,0.6602614427469609,0.9224744343584578,
91,1,200.9878313666366,205.956189645402,0,36.43617476,153,14,0.3354019541487747,-0.11885516685257315,-0.04973373461483646,-0.09077605615842627,0.25200492932003093,0.641013301296839,0.6767254780396313,0.9317379050990859,0.6698511680362944,0.7044523178630141,0.9408681769277806,0.2768310366153604,0.30915750368366857,0.7264816448661976,
92,1,193.59751078479627,200.22922918770684,0,36.624364005000004,150,17,0.3531296153112668,-0.07602215333689617,-0.06974585008591386,-0.062240176045752646,0.1771362956779046,0.6589963201327111,0.6933518406519011,0.9546507478353967,0.6827837470546129,0.7164330353774421,0.9610593673633954,0.4371381045852167,0.4711453608544399,0.8592030547065034,
93,1,212.96942327319874,214.83233836514034,0,36.43617476,149,18,0.373161015004978,-0.1247987459311554,-0.04771456757911043,-0.09116196218980119,0.1436799364296441,0.6055918400624773,0.6446558909291512,0.9256771277904857,0.6540899396591047,0.6921661451880063,0.9413323706674334,0.28221870299650886,0.31208973336659185,0.741765215424659,
94,1,192.10723613993372,196.3863340277523,0,35.689195755,150,17,0.3436582449343314,-0.08939656202048622,-0.12973137967041298,-0.1443335844867369,0.12824229507649942,0.6148700774672543,0.6555527277650527,0.940165919455734,0.6621512408364271,0.7018157553941394,0.9530986078816158,0.4114371794722371,0.4499236417173328,0.8639831077913134,
95,1,191.7528048214243,195.94771894924293,0,37.0437363,152,15,0.39560169074597673,-0.12891764691351115,-0.034347951154426494,-0.05304787705953241,0.16325829138775988,0.6410579186968725,0.6810335513739727,0.95007280482184,0.6783852540935917,0.7173333826594487,0.959796372119345,0.3587719554870142,0.39376211957423696,0.8203671118362921,
96,1,207.51651550848084,212.341842104575,0,36.999319045,150,17,0.33778823384692264,-0.12986718338631775,-0.03804741025800969,-0.0457459090944734,0.19515880965286925,0.6191179546651577,0.6568896237951355,0.9255010700614504,0.6562948191354094,0.6931355763634492,0.9378534976324162,0.36998326969796785,0.4048886095902693,0.8000714795107454,
97,1,203.6494250414759,208.49632685408437,0,35.475127404999995,142,25,0.3898177291232876,-0.09672186621958359,0.01404830598849597,0.07142944496768272,0.138202802736165,0.6192927512600156,0.6609943025339313,0.9319394502662809,0.6671986724105553,0.7070244437101448,0.9453531263291242,0.4961165472961251,0.5400593571438348,0.8907070746606769,
98,1,204.3097311726566,206.94052877186311,0,35.689195755,154,13,0.3132756101705298,-0.1201442646586388,-0.07295984301078245,-0.044682828550345756,0.1693785385435433,0.6320899280668234,0.668058883574167,0.9122613464699266,0.6662247452796769,0.7017393462875643,0.9253092876163282,0.32734362754551943,0.35462072011619605,0.7312214323197795,
99,1,201.57146312103927,207.0947363760011,0,31.743230699999998,91,76,0.314545781834024,-0.11340959874869698,-0.08637661645384484,-0.05926488911677134,0.14736136168195058,0.6675182413238259,0.6989746242363309,0.920640332172257,0.7483841866950065,0.7775354131133109,0.9503440974834164,0.5686384005951396,0.6005298672588261,0.8741761824035578,
100,1,205.43633212174356,207.72626781600133,0,36.09730783,147,20,0.35755057910824883,-0.0896051256246916,-0.07224767840091843,-0.06205997532061505,0.1837952492844477,0.611302367429548,0.6533635102974302,0.9199181220160713,0.6629349358187282,0.7040391463869294,0.9365833635498788,0.4479119244469657,0.48750395984493133,0.8481733320904205,
101,1,214.76136626546335,203.97098746627466,1,36.999319045,146,21,0.3004745137718943,-0.23673448539732686,0.04737995383211488,-0.06340462438301202,0.12785573132689473,0.6493811903582236,0.6793804412793027,0.88661834625802,0.7408621616663076,0.7662301282774507,0.9222288857475186,0.2267439601597039,0.2551924757582653,0.619833610138444,
102,1,195.34019372621924,198.97279210269886,0,35.689195755,143,24,0.3107104976942456,-0.12361472124020714,-0.04787630455587635,-0.0651139561259105,0.16374185311939407,0.6653286343378658,0.6993651510115929,0.9281212221063374,0.7160997741340049,0.7486714268408133,0.9453536256286433,0.45058766885442325,0.48340376084668807,0.8246873499120596,
103,1,206.43279033492044,210.02402326527152,0,36.09730783,148,19,0.3370461526054011,-0.11200044071581347,-0.06391683852093309,-0.01635972242990119,0.16630995670918744,0.6416171981331056,0.6783575416628682,0.9154442157331371,0.6792047480259857,0.7150050208692957,0.9287887246588392,0.3857133442640485,0.41902820157676934,0.7861641719045052,
104,1,202.42975440982335,194.52153329789627,1,36.19617383,142,25,0.3646528423933229,-0.20503161819695606,-0.17003450765505176,-0.06487337160338776,0.11424276534835781,0.5924610692754722,0.6306382439524126,0.9269539192249615,0.6816379579519429,0.7186035158704778,0.9548599373115582,0.2833158008894395,0.30956234134640065,0.7410900788154519,
105,1,210.76896915599917,214.39912678555226,0,40.14632793,162,5,0.31642964549899694,-0.10006909630077208,-0.15946541362422068,-0.06216023129629276,0.2264460220715108,0.650468987177594,0.6823334865189385,0.9223229605374708,0.6764236156401727,0.7075876770317466,0.9318596235730074,0.21788130283325233,0.2399531900287685,0.6273681816021667,
106,1,208.09574205582118,211.29192887424495,0,31.247618505,92,75,0.3872459753430981,-0.11413919758029575,-0.0863839946594608,-0.037778573541751015,0.2178235145012413,0.5912676173002888,0.6315112568435516,0.9075004058876539,0.7133217790777162,0.7502061417978265,0.9472756898066798,0.470994726672838,0.5104023168923463,0.8548232347099897,
107,1,187.06889662036855,194.77599515243037,0,29.756464415,54,113,0.3066939983908772,-0.08507103036996826,-0.07453180264763654,-0.04045309418759596,0.24755102771230036,0.6834602948894637,0.7153287657038984,0.9271660254979222,0.7607223399846973,0.7896216761197196,0.9531861187425841,0.6449030055971446,0.6776100272623571,0.9121100199086066,
108,1,196.1949080451995,199.64684586302275,0,36.624364005000004,150,17,0.35491126115351046,-0.15567505354533157,-0.15134774799226552,-0.04992008126609972,0.2843987997869572,0.6119265139185441,0.6500919998191926,0.9262744197171706,0.6416094551848625,0.6795806231913629,0.9365962277404799,0.3874912049213715,0.419779383230303,0.8138408673534294,
109,1,197.5964168354063,201.35991989504237,0,29.02344369,23,144,0.34895636920150164,-0.13861194772688346,-0.10849810440595245,-0.02827251815276485,0.29361359524871194,0.635275252827961,0.670400909174139,0.9187654104002647,0.819973738252695,0.8473088745205392,0.97500007908314,0.6083475315580149,0.6438618954743978,0.9077826777115897,
110,1,199.66075664039016,202.4104199479117,0,29.716817785,52,115,0.28868859528775137,-0.1334572100569817,-0.028852640987175687,-0.028760957625965065,0.21164051210353563,0.6909728177386575,0.7188536941791012,0.9127900220016648,0.8152989191977079,0.8374140512905025,0.9584204802982654,0.6282490641708344,0.6575310044975575,0.884355071686764,
111,1,206.5174611713742,207.60280977346144,0,36.43617476,149,18,0.37568880239954494,-0.07449581931138524,-0.061680056066297825,-0.05039928439741208,0.14298663401455017,0.602535444903288,0.6437629911093552,0.9351000947338078,0.6549993863122416,0.6953302766117125,0.9505663346484858,0.4130189796391935,0.4510418251565446,0.8533368944367625,
112,1,215.99733327686403,216.81205488758332,0,36.999319045,150,17,0.32254349138440847,-0.15212620818307745,-0.11255172923347474,-0.052085500203784656,0.2003509227993988,0.6283880209380767,0.661411691971529,0.9134384405945555,0.6753770675003816,0.7072225161783586,0.9312810080872672,0.36179971794529436,0.39192290335815205,0.7585374772462672,
113,1,202.7291190998075,209.7611434100736,0,36.43617476,147,20,0.32808203932197194,-0.104710848114594,-0.08643390497540297,-0.04603804132203847,0.2216272713885914,0.6540032802975199,0.6873572833097455,0.913546336593623,0.6787264524551064,0.7114996792908622,0.9231199990086891,0.5126688589715103,0.5465466687253994,0.8475046259818859,
