孕周数,孕妇平均BMI,BMI个体内偏差,年龄,生产次数,典型孕妇预测Y浓度,固定效应95%区间下限,固定效应95%区间上限
16.0,28.0,0.0,29.0,0,0.05546591289489379,0.04971926224083374,0.06256890743063556
16.25,28.0,0.0,29.0,0,0.05581971574915775,0.050003007885975705,0.06304047250220073
16.5,28.0,0.0,29.0,0,0.056209332950844286,0.050324601724265276,0.06346608009641651
16.75,28.0,0.0,29.0,0,0.056635438463924506,0.050684714279120094,0.06389950632629186
17.0,28.0,0.0,29.0,0,0.05709877148970101,0.05109203362876738,0.06448812366961541
17.25,28.0,0.0,29.0,0,0.05760013827806084,0.05162070374907483,0.0651168010582695
17.5,28.0,0.0,29.0,0,0.058140414099097835,0.05215245021563168,0.06573951938638983
17.75,28.0,0.0,29.0,0,0.058720545378611634,0.052676730466678555,0.06637360671830748
18.0,28.0,0.0,29.0,0,0.059341552001122955,0.053280868136872245,0.0670495266284746
18.25,28.0,0.0,29.0,0,0.060004529784138075,0.053926759705901564,0.06776834500446989
18.5,28.0,0.0,29.0,0,0.060710653127445835,0.054619172312430686,0.06853119910125963
18.75,28.0,0.0,29.0,0,0.06146117784123202,0.05528563247009229,0.06933631787213425
19.0,28.0,0.0,29.0,0,0.062257444156738166,0.056011673267074874,0.07018456619336996
19.25,28.0,0.0,29.0,0,0.06310087992306666,0.05681834565008928,0.07107992244943483
19.5,28.0,0.0,29.0,0,0.06399300399353182,0.057701278465920214,0.0720237983233353
19.75,28.0,0.0,29.0,0,0.06493542980466359,0.058639583736726675,0.07301768735314557
20.0,28.0,0.0,29.0,0,0.06592986915057565,0.05964847857250854,0.07406316785886535
20.25,28.0,0.0,29.0,0,0.06697813615489716,0.06075428864560613,0.07516190600241646
20.5,28.0,0.0,29.0,0,0.0680821514418185,0.06183048911391232,0.07631565897973813
20.75,28.0,0.0,29.0,0,0.06924394650700162,0.06289480011012775,0.0775672252913425
21.0,28.0,0.0,29.0,0,0.07046566828812939,0.0639844659740561,0.07898424682420127
21.25,28.0,0.0,29.0,0,0.071749583933696,0.06514476546872819,0.08049744296465185
21.5,28.0,0.0,29.0,0,0.07309808576724326,0.06638020742256365,0.08203340557774383
21.75,28.0,0.0,29.0,0,0.07451369644259927,0.06776017936849414,0.08340683302404114
22.0,28.0,0.0,29.0,0,0.07599907428374365,0.06924829406164078,0.08489020490479106
22.25,28.0,0.0,29.0,0,0.07755701880067249,0.07081690696932591,0.08662149420520948
22.5,28.0,0.0,29.0,0,0.07919047637002852,0.07234413692858206,0.08828443838204353
22.75,28.0,0.0,29.0,0,0.08090254606625873,0.07392658564746252,0.09025839757822238
23.0,28.0,0.0,29.0,0,0.08269648562561425,0.07529281146708773,0.09232172521553722
23.25,28.0,0.0,29.0,0,0.08457571752137001,0.07705040296874158,0.09447806395963959
23.5,28.0,0.0,29.0,0,0.0865438351241643,0.07854365941461226,0.09660238848833852
23.75,28.0,0.0,29.0,0,0.08860460891628336,0.08019348435887186,0.09901249395776476
24.0,28.0,0.0,29.0,0,0.09076199272298727,0.08202456190954441,0.10142976615177515
24.25,28.0,0.0,29.0,0,0.09302012991753308,0.08406457666936551,0.10395763891746042
24.5,28.0,0.0,29.0,0,0.09538335954933232,0.08602058487747456,0.1068291884570813
24.75,28.0,0.0,29.0,0,0.09785622233662732,0.08822398537334517,0.10963611878674344
25.0,28.0,0.0,29.0,0,0.10044346645611629,0.09038639939838593,0.11258761127935939
25.25,28.0,0.0,29.0,0,0.10315005305204254,0.09253097329925797,0.11566959994995901
25.5,28.0,0.0,29.0,0,0.10598116137633494,0.09475015925411641,0.11888749720923808
11.0,32.0,0.0,29.0,0,0.04887901101783389,0.044575298713908224,0.05347704993326399
11.25,32.0,0.0,29.0,0,0.04860210331496522,0.04457198821670765,0.05299037067137816
11.5,32.0,0.0,29.0,0,0.048355910098617914,0.044527948651448976,0.052465570507721625
11.75,32.0,0.0,29.0,0,0.048140002478882185,0.044449836732784596,0.05223367461847815
12.0,32.0,0.0,29.0,0,0.0479540051258827,0.044414130549363065,0.05192206292628895
12.25,32.0,0.0,29.0,0,0.047797595310137095,0.04434053693009247,0.05167324698015158
12.5,32.0,0.0,29.0,0,0.04767050207724836,0.04421934493908303,0.05132936291846365
12.75,32.0,0.0,29.0,0,0.047572505554907746,0.04413049821214429,0.05125194782237913
13.0,32.0,0.0,29.0,0,0.04750343639049338,0.04408855300985282,0.05121435928690004
13.25,32.0,0.0,29.0,0,0.047463175317863406,0.04409233810920747,0.0509384187315679
13.5,32.0,0.0,29.0,0,0.04745165285225944,0.044087521558610385,0.050723693657353755
13.75,32.0,0.0,29.0,0,0.04746884911255208,0.04418259255512291,0.05085136503707919
14.0,32.0,0.0,29.0,0,0.04751479377038093,0.04425000451906778,0.05087807643996375
14.25,32.0,0.0,29.0,0,0.04758956612606076,0.04416574965314448,0.05091768289206819
14.5,32.0,0.0,29.0,0,0.047693295311444825,0.04434134194810337,0.05105150300551771
14.75,32.0,0.0,29.0,0,0.04782616062025737,0.044500154041193146,0.05120046372012274
15.0,32.0,0.0,29.0,0,0.047988391966725066,0.044596310584147356,0.05147838623473425
15.25,32.0,0.0,29.0,0,0.048180270473654675,0.04473446475607359,0.051780511973696625
15.5,32.0,0.0,29.0,0,0.04840212919142102,0.044950376191238525,0.05210722586573547
15.75,32.0,0.0,29.0,0,0.048654353949640045,0.04519195164537905,0.052458945432788236
16.0,32.0,0.0,29.0,0,0.04893738434361232,0.04546520791669645,0.0528361215616832
16.25,32.0,0.0,29.0,0,0.04925171485792664,0.04573988174992947,0.05318036490522512
16.5,32.0,0.0,29.0,0,0.04959789612991107,0.04609999606950126,0.05358598381621972
16.75,32.0,0.0,29.0,0,0.049976536355910595,0.04644822571988019,0.054118978500844364
17.0,32.0,0.0,29.0,0,0.05038830284365269,0.046812119266490676,0.05460962561073139
17.25,32.0,0.0,29.0,0,0.05083392371423217,0.04711650375722096,0.05515182521440374
17.5,32.0,0.0,29.0,0,0.05131418975750436,0.04748274271070952,0.055802532521233086
17.75,32.0,0.0,29.0,0,0.05182995644491536,0.047924810073480054,0.0563744172690446
18.0,32.0,0.0,29.0,0,0.05238214610401877,0.04845338848888591,0.05701775930092617
18.25,32.0,0.0,29.0,0,0.052971750259124796,0.04902344105042495,0.05773931286528992
18.5,32.0,0.0,29.0,0,0.05359983214269362,0.049651278618082585,0.05849779550338147
18.75,32.0,0.0,29.0,0,0.05426752938221977,0.05032445166992465,0.059294340661084535
19.0,32.0,0.0,29.0,0,0.05497605686744615,0.05103432804668468,0.06013014391060233
19.25,32.0,0.0,29.0,0,0.05572670980279143,0.05179240526859793,0.06098095128188116
19.5,32.0,0.0,29.0,0,0.0565208669498649,0.05254711773871817,0.06182444144410817
19.75,32.0,0.0,29.0,0,0.05735999406486625,0.053317538873059935,0.06270247208789306
20.0,32.0,0.0,29.0,0,0.058245647535516074,0.05410731388534013,0.06361396270825749
20.25,32.0,0.0,29.0,0,0.05917947822192417,0.05496530456813033,0.06456675399090206
20.5,32.0,0.0,29.0,0,0.060163235505459184,0.05585925504664433,0.06558008774599346
20.75,32.0,0.0,29.0,0,0.06119877154922522,0.05690259959194944,0.0667729367426902
21.0,32.0,0.0,29.0,0,0.062288045773155304,0.05804026468731539,0.06801997679478262
21.25,32.0,0.0,29.0,0,0.06343312954598226,0.059000182724858075,0.06923678041087031
21.5,32.0,0.0,29.0,0,0.06463621109541971,0.06001137680307301,0.0705110506349359
21.75,32.0,0.0,29.0,0,0.0658996006367565,0.061100852243625166,0.07182993801664565
22.0,32.0,0.0,29.0,0,0.06722573571870813,0.06230483084126376,0.07321075449708336
22.25,32.0,0.0,29.0,0,0.06861718678374744,0.06346538932402243,0.07465589369385389
22.5,32.0,0.0,29.0,0,0.07007666293822085,0.06480658276732937,0.07616695559084319
22.75,32.0,0.0,29.0,0,0.0716070179253075,0.06616452067328395,0.0777471490309888
23.0,32.0,0.0,29.0,0,0.07321125629125508,0.06737340120668889,0.07955486481720839
23.25,32.0,0.0,29.0,0,0.07489253973228191,0.06876930920556532,0.08176514976649758
23.5,32.0,0.0,29.0,0,0.07665419360602267,0.07048575680225035,0.08362745163376474
23.75,32.0,0.0,29.0,0,0.0784997135873586,0.0721034115607171,0.08556151472549169
24.0,32.0,0.0,29.0,0,0.08043277244385608,0.07364714679834505,0.0878906418956194
24.25,32.0,0.0,29.0,0,0.08245722690077838,0.07518090869196231,0.09022679107285451
24.5,32.0,0.0,29.0,0,0.08457712455966619,0.07692612725763014,0.09254550645663703
24.75,32.0,0.0,29.0,0,0.08679671082773938,0.07864081382557424,0.09499027584760575
25.0,32.0,0.0,29.0,0,0.0891204358077763,0.08037395373642825,0.09777716436166549
25.25,32.0,0.0,29.0,0,0.09155296108961102,0.08217727359661908,0.10061740928551305
25.5,32.0,0.0,29.0,0,0.09409916637487448,0.08405972624936912,0.10361193389050674
11.0,36.0,0.0,29.0,0,0.04309041359094121,0.03915673647123714,0.047802246276784775
11.25,36.0,0.0,29.0,0,0.042844822020929305,0.039022433964801324,0.04734722862330232
11.5,36.0,0.0,29.0,0,0.04262648558598054,0.038844120687598314,0.04695807004986941
11.75,36.0,0.0,29.0,0,0.042435018946209054,0.03869586092339658,0.04670329739522895
12.0,36.0,0.0,29.0,0,0.042270084951253596,0.038583403805171695,0.04652974049089526
12.25,36.0,0.0,29.0,0,0.042131393751371315,0.03842775679042073,0.04635354271330138
12.5,36.0,0.0,29.0,0,0.04201870203342856,0.0383346905463734,0.046167236131924236
12.75,36.0,0.0,29.0,0,0.04193181237970648,0.03826958365822608,0.04600704768082338
13.0,36.0,0.0,29.0,0,0.041870572747762326,0.03824476094560209,0.045883413556751095
13.25,36.0,0.0,29.0,0,0.04183487606991219,0.03824288116334363,0.045879548652772745
13.5,36.0,0.0,29.0,0,0.0418246599712276,0.038237025682291335,0.04592243384974813
13.75,36.0,0.0,29.0,0,0.04183990660526255,0.03827076227308853,0.04596850000075168
14.0,36.0,0.0,29.0,0,0.0418806426070545,0.03830203716311296,0.04603831644374326
14.25,36.0,0.0,29.0,0,0.04194693916326869,0.03832123539432865,0.0461790231672119
14.5,36.0,0.0,29.0,0,0.042038912199680624,0.038364630447965516,0.046299753788329914
14.75,36.0,0.0,29.0,0,0.04215672268651808,0.038436727429126134,0.04638743013227528
15.0,36.0,0.0,29.0,0,0.042300577062509934,0.038639862742020706,0.046590487542757915
15.25,36.0,0.0,29.0,0,0.04247072777881363,0.03881967885939931,0.046827257606379825
15.5,36.0,0.0,29.0,0,0.04266747396432081,0.03893550321825318,0.04703836492148617
15.75,36.0,0.0,29.0,0,0.04289116221416259,0.03910949633452805,0.047242980414000935
16.0,36.0,0.0,29.0,0,0.04314218750356219,0.03924028708904224,0.04752955203476016
16.25,36.0,0.0,29.0,0,0.04342099422950432,0.03939515186236601,0.04785221258416657
16.5,36.0,0.0,29.0,0,0.04372807738301104,0.03957586032983006,0.04817608825253609
16.75,36.0,0.0,29.0,0,0.04406398385513237,0.039801761134074014,0.048566944306147816
17.0,36.0,0.0,29.0,0,0.04442931388007387,0.04018065267006302,0.04902314954154884
17.25,36.0,0.0,29.0,0,0.044824722619191924,0.040612006749103216,0.049516203320116706
17.5,36.0,0.0,29.0,0,0.04525092188989102,0.04104589012653266,0.05004707501915995
17.75,36.0,0.0,29.0,0,0.04570868204374962,0.04142541843456264,0.050616812958932285
18.0,36.0,0.0,29.0,0,0.046198833998485574,0.041833310759537,0.05120137625132971
18.25,36.0,0.0,29.0,0,0.04672227142864066,0.04227229040102491,0.051814565645558544
18.5,36.0,0.0,29.0,0,0.04727995312011537,0.04274321038775449,0.05246476854133307
18.75,36.0,0.0,29.0,0,0.0478729054939175,0.04323260616740449,0.053153123194480456
19.0,36.0,0.0,29.0,0,0.04850222530469277,0.04372525489577107,0.05388084053588659
19.25,36.0,0.0,29.0,0,0.04916908251978047,0.04425289239858434,0.054644525996235656
19.5,36.0,0.0,29.0,0,0.04987472338467519,0.044816592860978825,0.055442858335399824
19.75,36.0,0.0,29.0,0,0.05062047368086763,0.045417509917197174,0.056283420500537064
20.0,36.0,0.0,29.0,0,0.05140774218207807,0.04605688005259491,0.05716767791159755
20.25,36.0,0.0,29.0,0,0.0522380243148739,0.0468328167304818,0.058097179944227244
20.5,36.0,0.0,29.0,0,0.053112906029565816,0.047704326412657413,0.05915486655432225
20.75,36.0,0.0,29.0,0,0.054034067887095444,0.04862753435753449,0.06020449874764097
21.0,36.0,0.0,29.0,0,0.05500328936734479,0.049540274917427005,0.06132015748125413
21.25,36.0,0.0,29.0,0,0.05602245340389716,0.05039399371426231,0.06236929210732872
21.5,36.0,0.0,29.0,0,0.05709355114974507,0.05129246181803417,0.06359891493351542
21.75,36.0,0.0,29.0,0,0.058218686977748096,0.05226553551592502,0.0649414681575907
22.0,36.0,0.0,29.0,0,0.05940008371877281,0.05342473293684257,0.0665540289696925
22.25,36.0,0.0,29.0,0,0.06064008813936822,0.05460824312502201,0.06825221112625161
22.5,36.0,0.0,29.0,0,0.06194117665951548,0.055657262492306625,0.06992024985845845
22.75,36.0,0.0,29.0,0,0.06330596130940766,0.056775116293068695,0.07146101915670855
23.0,36.0,0.0,29.0,0,0.06473719592232455,0.05808619581098206,0.07305510886451642
23.25,36.0,0.0,29.0,0,0.06623778255842952,0.059461158686404364,0.07489388711538404
23.5,36.0,0.0,29.0,0,0.06781077815168614,0.0608307997808242,0.0766421766658965
23.75,36.0,0.0,29.0,0,0.06945940136901947,0.06207110528313492,0.0784743534816315
24.0,36.0,0.0,29.0,0,0.07118703966727677,0.06362607197757494,0.08038866529694651
24.25,36.0,0.0,29.0,0,0.07299725652941767,0.06515080470395018,0.08240759736181756
24.5,36.0,0.0,29.0,0,0.07489379885661503,0.0667540297935701,0.08481560111439548
24.75,36.0,0.0,29.0,0,0.07688060448751241,0.06841785061348525,0.0873435839082597
25.0,36.0,0.0,29.0,0,0.07896180980968086,0.07018576140726218,0.08961701152942037
25.25,36.0,0.0,29.0,0,0.08114175742127185,0.07203928144341931,0.09212764055779414
25.5,36.0,0.0,29.0,0,0.08342500379289301,0.07388803534712572,0.09533839666230551
11.0,40.0,0.0,29.0,0,0.037959982820554135,0.03284786673791501,0.044030219835980565
11.25,40.0,0.0,29.0,0,0.03774247856354279,0.03273489220500787,0.04378159362127284
11.5,40.0,0.0,29.0,0,0.03754912354333823,0.03259727427030758,0.04345952187114837
11.75,40.0,0.0,29.0,0,0.037379572600114985,0.03247385996750064,0.04317235024544492
12.0,40.0,0.0,29.0,0,0.037233523792394946,0.032269413381498975,0.04312208739410876
12.25,40.0,0.0,29.0,0,0.03711071757976644,0.032218657169777315,0.04307557504277436
12.5,40.0,0.0,29.0,0,0.037010936120800676,0.0320868767267274,0.042718461390880466
12.75,40.0,0.0,29.0,0,0.036934002684088314,0.03199313311469047,0.04244469600258618
13.0,40.0,0.0,29.0,0,0.03687978117064446,0.03193990722448295,0.042430762847645256
13.25,40.0,0.0,29.0,0,0.03684817574625735,0.03187924399295312,0.042504051014717104
13.5,40.0,0.0,29.0,0,0.036839130582681165,0.03183014430480522,0.04257392876872089
13.75,40.0,0.0,29.0,0,0.03685262970689637,0.03176159210202555,0.042666126022310624
14.0,40.0,0.0,29.0,0,0.03688869695798558,0.031691356028536205,0.04277958784025228
14.25,40.0,0.0,29.0,0,0.036947396051495336,0.03169498240004457,0.042901331695028015
14.5,40.0,0.0,29.0,0,0.037028830751476824,0.03174680258467877,0.0430399177855774
14.75,40.0,0.0,29.0,0,0.03713314515072221,0.031757805546896556,0.043127818312854574
15.0,40.0,0.0,29.0,0,0.03726052406003652,0.031821756177533585,0.04326618722709998
15.25,40.0,0.0,29.0,0,0.03741119350770849,0.03192146537634934,0.04349242293900544
15.5,40.0,0.0,29.0,0,0.0375854213506707,0.032138551413053225,0.04373872058103668
15.75,40.0,0.0,29.0,0,0.03778351799916348,0.03237451937757094,0.04400845308822912
16.0,40.0,0.0,29.0,0,0.03800583725704603,0.03262974595045554,0.04429105544665517
16.25,40.0,0.0,29.0,0,0.038252777280226524,0.03290674402486168,0.0446184694079056
16.5,40.0,0.0,29.0,0,0.03852478165601192,0.033165554465377514,0.044973433115118845
16.75,40.0,0.0,29.0,0,0.0388223406065097,0.03343364586791161,0.0453565348420245
17.0,40.0,0.0,29.0,0,0.03914599231954392,0.033728221138651676,0.04576841184491521
17.25,40.0,0.0,29.0,0,0.03949632441087855,0.03401009963519717,0.046207388475628476
17.5,40.0,0.0,29.0,0,0.03987397552187109,0.03429240593030183,0.046668922635168746
17.75,40.0,0.0,29.0,0,0.0402796370570054,0.03459786838010497,0.04715919801117899
18.0,40.0,0.0,29.0,0,0.04071405506607741,0.0349270446395965,0.04767898081110753
18.25,40.0,0.0,29.0,0,0.04117803227612467,0.035280538520044,0.04822908698057926
18.5,40.0,0.0,29.0,0,0.04167243027850046,0.03565900167925118,0.04881038403172052
18.75,40.0,0.0,29.0,0,0.042198171876794,0.036063135448726615,0.049423792984214156
19.0,40.0,0.0,29.0,0,0.042756243601583484,0.03649369280319305,0.050070290422440836
19.25,40.0,0.0,29.0,0,0.04334769839827783,0.03698235566827281,0.05074786976699758
19.5,40.0,0.0,29.0,0,0.043973658494549414,0.037559356847391166,0.05145999469500188
19.75,40.0,0.0,29.0,0,0.04463531845407922,0.038173506527456436,0.052208143277141225
20.0,40.0,0.0,29.0,0,0.045333948423520974,0.03876684664345957,0.05308031409920493
20.25,40.0,0.0,29.0,0,0.04607089757973588,0.03934537800559178,0.05397376592208894
20.5,40.0,0.0,29.0,0,0.04684759778444311,0.03996174327288288,0.0549434610825309
20.75,40.0,0.0,29.0,0,0.047665567453467665,0.04061480143332665,0.056055562080443724
21.0,40.0,0.0,29.0,0,0.048526415647730976,0.04135091287991828,0.05708139096684439
21.25,40.0,0.0,29.0,0,0.049431846393010515,0.042176606952110895,0.05820814253249285
21.5,40.0,0.0,29.0,0,0.0503836632352768,0.04304799095727448,0.059449602716358185
21.75,40.0,0.0,29.0,0,0.05138377403808188,0.04395346289078778,0.060693284770338654
22.0,40.0,0.0,29.0,0,0.052434196028004934,0.04476383920416884,0.06190206969927803
22.25,40.0,0.0,29.0,0,0.05353706109353397,0.04561201384454414,0.0634404650792057
22.5,40.0,0.0,29.0,0,0.05469462134195414,0.04649948607425485,0.06510771432408999
22.75,40.0,0.0,29.0,0,0.05590925491779492,0.047427835000909156,0.0667569240185251
23.0,40.0,0.0,29.0,0,0.05718347208512767,0.04839872333035455,0.06841406336529507
23.25,40.0,0.0,29.0,0,0.05851992157446657,0.0494139012968721,0.06996454687194
23.5,40.0,0.0,29.0,0,0.059921397193171154,0.05058919386328177,0.071584509734536
23.75,40.0,0.0,29.0,0,0.061390844696031996,0.05191727668264776,0.07346523667578328
24.0,40.0,0.0,29.0,0,0.06293136891009292,0.05300663474386065,0.07553192518345726
24.25,40.0,0.0,29.0,0,0.06454624110467207,0.05432917414299848,0.07764848199199992
24.5,40.0,0.0,29.0,0,0.0662389065939251,0.055724578337911064,0.07995469385055315
24.75,40.0,0.0,29.0,0,0.06801299255508818,0.05720871334079427,0.08235545197648898
25.0,40.0,0.0,29.0,0,0.0698723160406666,0.05877885051506569,0.0848088888820578
25.25,40.0,0.0,29.0,0,0.0718208921572267,0.06013693137418864,0.08753760490059947
25.5,40.0,0.0,29.0,0,0.0738629423770159,0.06179380365295527,0.090328037304991
