重复序号,截距,孕周一次项,孕周二次项,妇间BMI效应,个体内BMI效应,年龄效应,生产次数效应,曲线最低点孕周
187,-2.9822097487358676,0.037566756794591614,0.006510073237518366,-0.019200203983566283,-0.008822318020308598,-0.014124770366260862,0.188894219030857,15.114720877632397
188,-2.9170948509501646,0.04733136108249454,0.005592407213544832,-0.0321087411370136,-0.03152319276442023,-0.028290040495506673,0.19283983638598326,13.768247976662195
189,-2.922232327557286,0.03816866142804742,0.005129178031078794,-0.04479837268255766,0.007430464824925826,-0.019024723183411363,0.26158525641700536,14.279261394635233
190,-2.8387750195497907,0.04805345009847461,0.0040169790638356784,-0.025069638055940136,-0.00666017934089788,-0.013690394900125403,0.15578115431189343,12.01870792269079
191,-2.878132839300127,0.047663424795231814,0.005954309489551838,-0.042721822166193156,-0.026186440191717293,-0.022581096356598197,0.1496857485604273,13.997569081782874
192,-2.9101684169803748,0.05052546085378103,0.004314162018642096,-0.007707694994646839,-0.03713645657131697,-0.024968095974281686,0.17140699031420073,12.144232340434428
193,-2.845947401589435,0.04802374006127404,0.004807562713404629,-0.02749873580632099,-0.02842732222296749,-0.021996033332150562,0.14921354940263803,13.005396401031607
194,-2.912082313592289,0.04991694236098938,0.00501379177275165,-0.025373582490976588,-0.01459812877165802,-0.030674516486698385,0.21209297095283977,13.022036751478996
195,-2.9876004624220647,0.04700820488199554,0.00669319516655484,-0.03518367630477077,-0.015523855231603656,-0.014774813494319085,0.2818162572554635,14.488358421334375
196,-2.9306687502256525,0.04690085916701744,0.0053307401883204795,-0.034325966029149176,-0.002187077988841389,-0.035642103886570325,0.3047447663797246,13.600905548747615
197,-2.85333536557575,0.043958469767523996,0.004626351644123339,-0.05500182740189253,-0.005754359251234033,-0.0037403975354248133,0.18863653821661874,13.249121429910911
198,-2.8836542263509024,0.0530689906346702,0.005099534215024859,-0.030144814877695915,-0.016750876476234588,-0.03640799228839533,0.16458645135087924,12.79668255991773
199,-2.870694906648548,0.04253945464092897,0.005232574883376979,-0.01850802856978737,-0.011333863108611359,-0.036954815196818265,0.11192038174968573,13.935131786066766
200,-2.8940200977675343,0.044591742471989965,0.006058257201847438,-0.025393296028418024,-0.012750373103928642,-0.025249773548639297,0.18208391751811973,14.319754924040538
201,-2.8520330007316628,0.05115313373653804,0.004247789569723257,-0.035950778359427206,-0.01054175518081112,-0.011460972980846865,0.14128257259162663,11.978852660082374
202,-2.837814800811942,0.04432753374745895,0.0047848464886466385,-0.048629563762839174,-0.0004668391783441839,-0.01436694740594186,0.15347393130582984,13.36792519335383
203,-2.918418673240791,0.04774593628250736,0.004360726632635266,-0.03075015453620253,-0.012425404312432735,-0.02496288916086743,0.19046367788840832,12.525460971896141
204,-2.9476302959212006,0.043615275492577536,0.005486655030150186,-0.029015417325567817,-0.00626756618375502,-0.017797521106760084,0.2078303950500121,14.025330984643329
205,-2.8798591091325125,0.04856923029149536,0.005358755852929903,-0.035105105592537836,-0.032602641953434194,-0.007626589952979991,0.21621719965267314,13.468236319728945
206,-2.907099531156195,0.04884064762075307,0.0037576414487597407,-0.0310730714861171,-0.001192696728203712,-0.01944722282295111,0.21225193362683736,11.501156471851036
207,-2.8436762227700507,0.051176308810683836,0.0038949923207636378,-0.011240140573122604,-0.011527283518765594,-0.02808471336217387,0.10928714903038965,11.430499395612365
208,-2.9384311478221905,0.04512919414588435,0.006099342956789572,-0.01708907273827407,6.655561236577742e-05,-0.008845744308384636,0.22089203501483043,14.300487243822866
209,-2.8681134123061423,0.03965750700866352,0.004856625720060919,-0.05620668596186532,-0.01007430998407151,-0.017870347792904213,0.20410557974360083,13.917174876699569
210,-2.809694218903271,0.045563867417746276,0.00361326841980895,-0.04771080462592146,0.011443820506106749,-0.01731414061719602,0.10058954819423749,11.694923525754081
211,-2.8374117269463195,0.042526478016223904,0.005086018839724267,-0.028008312227093837,-0.012817083038197086,-0.011790681125560414,0.13684371787395191,13.819276397083751
212,-2.908073517248382,0.04019194072366754,0.0069836272348974245,-0.04947806105401045,-0.023370945195485767,-0.016951077774961153,0.17083550584667273,15.122416519969233
213,-2.878707564132212,0.05116557504113275,0.004711784704978884,-0.01690656135580361,-0.021034723834596297,-0.0043833080077032216,0.15566567938755294,12.57046764179752
214,-2.913677085997085,0.05053105184795583,0.005646336907068038,-0.01305621698330521,-0.07007280568683048,-0.0054003421437669435,0.17049242776818388,13.525324411238952
215,-2.8393925310402444,0.04617352943924206,0.004125896838576056,-0.03194278219815974,0.01289672439781102,-0.03181439319385745,0.15936285699908267,12.40442511703981
216,-2.8362199931950323,0.047674257868889645,0.0050497218201498335,-0.04669734597965142,-0.025204597752964335,-0.00946863819566942,0.17949255457822666,13.27951642022579
217,-2.8368885787313007,0.04794991006181097,0.004004483360395458,-0.03264911989496054,-0.00014296442204756138,-0.011827604196681166,0.13302032752563772,12.012971743616419
218,-2.823157340062764,0.049361767131728934,0.004052738988021645,-0.02785805937943005,-0.006974933493343134,-0.0166789315342165,0.11536102067763257,11.91007325198791
219,-2.9053629468161892,0.04650001885713264,0.004503404798648556,-0.031408787929367715,-0.02171158823207519,-0.023256964076308468,0.20517534937801768,12.837237497383423
220,-2.8568994794356732,0.046943961848966556,0.004292070634316515,-0.01720251158711855,0.010125859025024303,-0.01932146399374046,0.206354609119597,12.531315319739363
221,-2.8570800793659594,0.04832248913409181,0.0036462971909197775,-0.03445751902734679,-0.0033745348769018382,-0.02982886710894281,0.21583396395489365,11.373758829309457
222,-2.8252145033477927,0.047732853688594194,0.003901317142289605,-0.025324075084788875,-0.019870679259299893,-0.013575063257595183,0.19900178147557424,11.88246943946465
223,-2.9698792722865193,0.04466752828271653,0.0059851526668487295,-0.028739502138397172,-0.006623514964114258,-0.036433760537823025,0.24110372858538603,14.26847210346644
224,-2.9312446896318733,0.04715295806842976,0.005847306214680772,-0.0036291359293522717,-0.02533035423983235,-0.025257960767214087,0.19397290784642832,13.967975992941561
225,-2.951061346079242,0.05061974046328725,0.005110048950725382,-0.032353383419350845,-0.026999335359901726,-0.031130827365504637,0.2433112450458851,13.047039573260676
226,-2.8551461487286525,0.04415414903064685,0.005592899062807676,-0.04971340701923158,-0.02227275077443156,-0.017390368863130296,0.17729670736455058,14.052659941221865
227,-2.8915643419614154,0.03972188644721844,0.005646971990529435,-0.0400212424753047,-0.004758637216708977,-0.011763003694219088,0.17491457193234963,14.482903889568053
228,-2.914169930486581,0.05408474026719278,0.005805279061595196,-0.015492104249689942,-0.047816546933137104,-0.0004932166977854397,0.18930098376026083,13.341762239735363
229,-2.9319387066969953,0.04727337265334881,0.005865259524692943,-0.039261027429950066,-0.053129979988170845,-0.01565431862174514,0.16409509272331738,13.970052778199644
230,-2.905488325994822,0.05356241315773029,0.006449640040946654,-0.04058158279043006,-0.028053261812286533,0.0033186598740659492,0.21202454644360913,13.847643215925224
231,-2.855798696534089,0.04885679425710243,0.004248259228502953,-0.03350755292741751,0.020160043500277006,0.006580897734016257,0.18184548020048397,12.249786603262542
232,-2.8923411417732026,0.05431380798568126,0.005025791732145946,-0.039002529420944725,-0.023476835414838484,-0.010172500354599857,0.16582675951367057,12.596492365742145
233,-2.911387755767936,0.0443110410996625,0.005198642180744121,-0.015634712504347878,0.0038393523881823754,-0.010098506230225894,0.1770112272687158,13.738210136505305
234,-2.8540161373365023,0.0464693159822017,0.005439515390008574,-0.026774689410945015,-0.022740142627583098,-0.013859166332553215,0.15053075156731274,13.728542650365728
235,-2.8406959404297414,0.04936287962369006,0.0027868188398940856,-0.027127618295745573,-0.018984203109845638,-0.0022004205336289373,0.1957761453885274,9.143507622912775
236,-2.8960389683916223,0.036110624229891856,0.004739402717928959,-0.027416463230957703,-0.001259290091325944,-0.03694720328105975,0.18750881852138318,14.190382377373535
237,-2.927313754635104,0.045442490718720176,0.004990658712390638,-0.01992742900872275,-0.027204057360814847,-0.012678552894508645,0.2148313731743869,13.44724520974585
238,-2.9451683583028774,0.04857473324648792,0.006250583727451526,-0.016322060882745935,-0.024612018368350783,-0.03514276943954933,0.16084889809283115,14.114384242774339
239,-2.8534970379677906,0.04223987170329824,0.005139421239251735,-0.02041221723252932,-0.062467413227197,-0.018946876558408605,0.18969055522768336,13.890600348080431
240,-2.9123521066232563,0.04982774600692447,0.00557616184687972,-0.0340629530327088,-0.020051542266742387,-0.031993225764141556,0.22300130625285636,13.532074984982113
241,-2.9037139127033424,0.03958558456697724,0.002342617365593654,-0.03822285099136688,0.020239733952435668,-0.017556557009653185,0.2577589376247289,9.55099224730931
242,-2.9222543173562516,0.0446122585886619,0.0052134159004808885,-0.032868464674473054,-0.002155011674857263,-0.03118320841287487,0.24707145466651698,13.72139846117525
243,-2.8627587230112903,0.0471145309941278,0.0045694428287277895,-0.03618293264562354,-0.020920128694082538,-0.026528161479557458,0.20520270955525916,12.844608767405752
244,-2.864297414881872,0.041021245834255225,0.00468120753872714,-0.06885470648043761,-0.012060742863746013,-0.015178022599611051,0.18410243081574623,13.618518780155467
245,-2.90791422909982,0.052942054190900104,0.004739258953534536,-0.019752886963528168,-0.011252547174739709,-0.02564831223960846,0.1684778392864542,12.414521899946408
246,-2.880947233097547,0.04975121670213328,0.005053151177487295,-0.04094112053794069,-0.02822598218433884,-0.02382195415737966,0.27271365779007006,13.077208759972986
247,-2.894296947914813,0.043218740380940375,0.005288132708878098,-0.021792273242832283,-0.016074927759303914,-0.02624729401980519,0.21202267677852468,13.913610459474508
248,-2.8846915192561315,0.04978696991498358,0.00358187134707447,-0.03884008600535035,-0.02129695516180236,-0.011349264375973334,0.20912351056485654,11.050145428080826
249,-2.9242958636815946,0.050734716002986444,0.005354165948992705,-0.04519520194041169,-0.012540753980074688,-0.028375702180359116,0.19213956658530731,13.26212705337128
250,-2.8587153344120795,0.049558149312980616,0.005148025870158774,-0.040058453487044635,-0.0027597485253465534,-0.014007927335410286,0.19954961355432055,13.18668412291291
251,-2.9499521814680962,0.05252557626861297,0.004363999660564314,-0.04382515494894686,-0.02559210503231743,-0.030235033988585805,0.2905283988818118,11.981945422307753
252,-2.9512169442821947,0.04275990761967274,0.005457769338363421,-0.044903720198168594,-0.07348552282574324,-0.007732551145395756,0.22209039173058562,14.082657128883461
253,-2.9282289809542745,0.050666465159556785,0.005719794995446647,-0.030742707556529757,-0.009800911053831598,-0.03266635705695487,0.12286158889170286,13.570954448551845
254,-2.8918956567075136,0.046661607462481366,0.005011469049626213,-0.05136338027521816,-0.0061101882303312245,-0.021320053621293907,0.2419263471733707,13.34451804446825
255,-2.9036030384334413,0.04706948270258821,0.006122768909415543,-0.026698009205716716,-0.04230758595336105,0.0004178992352228955,0.1963112309060795,14.156193104870809
256,-2.9298259963271014,0.04475612928591722,0.0036638239314166292,-0.029707586289748778,-0.008018674531178646,-0.028426910931852553,0.18505507060131499,11.892156101970201
257,-2.9286476182059613,0.05207330751556849,0.004554007099066736,-0.027917791782687572,-0.04729582343035172,-0.0023615894433811416,0.2646264933999075,12.282693638505746
258,-2.9167016426584933,0.04759903150537585,0.0055710279288041726,-0.020446256321430035,-0.0046646836678503065,-0.027568257778582815,0.26477271334022334,13.727984842862469
259,-2.8660898217969737,0.04801770035505158,0.005978633551961892,-0.030085368107231773,-0.0020191071182963623,-0.01674031596466163,0.09239211452980109,13.984224493965302
260,-2.9205725843055435,0.043560337839906274,0.0058796635799723196,-0.02611364582653576,-0.008329784907227435,-0.013839722943507752,0.17579064123067212,14.295677699291824
261,-2.9493016418018336,0.047317140282126205,0.006106305039200164,-0.04202641232951102,0.0067875646226972395,-0.0058178576108682475,0.21222768915319182,14.125550559760109
262,-2.926546877929729,0.04417443341256991,0.005684092401998627,-0.016679113390036103,-0.003070456961343047,-0.02093453431628298,0.16871753681896506,14.114205198613819
263,-2.9224444060759938,0.04267968587303204,0.004523678817644347,-0.039555764411361084,-0.00485196322456987,-0.010251812722440651,0.23560506608026924,13.282635262857035
264,-2.7901580297597275,0.046346221966117665,0.004666642092880543,-0.05007044700312477,-0.004291488436658565,-0.01011646269729937,0.04951731661086866,13.034307212371854
265,-2.9229677640042513,0.050414841355156684,0.005381375663395227,-0.03681372367589436,0.01101301384742574,-0.016489470796533616,0.288780156118018,13.315803568771031
266,-2.929871426294645,0.04535698479354936,0.005448736282705839,-0.02929303585621255,-0.011063250619502474,-0.032907673723470164,0.24285708376253856,13.837843635641592
267,-2.9555985936394324,0.04904369776413775,0.005469551834628813,-0.02972675221944177,-0.03230911002987235,-0.023501078569860938,0.19070836624169654,13.516662128180922
268,-2.84318715835004,0.04950768001368894,0.004202305360092558,-0.048867655144779816,-0.0027852430796413375,-0.004428301618501356,0.18109664801020636,12.109461858264567
269,-2.9435472912310563,0.040271700583823455,0.0069488875263525405,-0.027945043415797594,-0.01989388863921968,-0.01696361045167295,0.262104214453805,15.10229152284452
270,-2.865233562709197,0.039170746813297304,0.005317100593524735,-0.04130709352166066,-0.035593417980467563,-0.02622700317936764,0.14965913098112174,14.316531338432814
271,-2.932025917629458,0.04737979595415285,0.0061760081638892765,-0.01863952928666,-0.0014262853655752474,-0.024008845385138755,0.18977642941679226,14.164205527513753
